"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster7-worker7-2",,,,"User:","ubuntu"
"Cmdline:","dstat --top-io --top-bio --top-cpu --top-mem --net --disk --output /home/ubuntu/Cloud/OpenStack/resourceUsage/RFBot-parallel3.csv -t 1",,,,"Date:","05 Sep 2019 07:51:54 UTC"

"most expensive","most expensive","most expensive","most expensive","net/total",,"dsk/total",,"system"
"i/o process","block i/o process","cpu process","memory process","recv","send","read","writ","time"
java / 13406251:13414464,java / 13238272:0,java / 49%,java / 2426613760%,404.0,2774.0,13500416.0,65536.0,05-09 08:05:47,
java / 13803520:13810511,java / 14024704:0,java / 50%,java / 2426884096%,163.0,881.0,13762560.0,0.0,05-09 08:05:48,
java / 14200832:14206985,java / 14024704:0,java / 50%,java / 2426888192%,163.0,881.0,14024704.0,0.0,05-09 08:05:49,
java / 12877867:12885832,java / 12845056:0,java / 49%,java / 2426888192%,272.0,1440.0,12845056.0,0.0,05-09 08:05:50,
java / 11493376:11497746,java / 11665408:0,java / 50%,java / 2426888192%,163.0,881.0,11665408.0,0.0,05-09 08:05:51,
java / 9973760:9977929,java / 9830400:0,java / 57%,java / 1989120000%,463.0,4881.0,10092544.0,12288.0,05-09 08:05:52,
java / 15126571:15132518,java / 15335424:0,java / 50%,java / 1989120000%,272.0,1440.0,15073280.0,0.0,05-09 08:05:53,
java / 14000128:14008748,java / 13893632:0,java / 51%,java / 1989120000%,163.0,881.0,13893632.0,0.0,05-09 08:05:54,
java / 15388672:15396407,java / 15224832:0,java / 51%,java / 1999933440%,163.0,881.0,15224832.0,0.0,05-09 08:05:55,
java / 14860465:14868247,java / 14925824:0,java / 50%,java / 2000003072%,114767.0,10088.0,15187968.0,0.0,05-09 08:05:56,
java / 15523840:15528565,java / 15597568:8192,java / 49%,java / 2000003072%,163.0,881.0,15597568.0,118784.0,05-09 08:05:57,
java / 16113664:16123276,java / 16121856:0,java / 51%,java / 2000003072%,163.0,889.0,15859712.0,0.0,05-09 08:05:58,
java / 15388715:15396834,java / 15335424:8192,java / 49%,java / 2000003072%,272.0,1440.0,15335424.0,0.0,05-09 08:05:59,
java / 14729216:14735617,java / 14811136:0,java / 49%,java / 2000003072%,163.0,889.0,14811136.0,0.0,05-09 08:06:00,
java / 15192064:15198170,java / 15073280:0,java / 49%,java / 2000003072%,163.0,881.0,15335424.0,0.0,05-09 08:06:01,
java / 14200875:14207412,java / 14286848:0,java / 50%,java / 2000003072%,704.0,6774.0,14286848.0,0.0,05-09 08:06:02,
java / 15122432:15132091,java / 14962688:0,java / 49%,java / 1998471168%,163.0,881.0,14962688.0,24576.0,05-09 08:06:03,
java / 15921152:15925039,java / 15990784:0,java / 50%,java / 1998471168%,163.0,881.0,15728640.0,0.0,05-09 08:06:04,
java / 14266545:14273536,java / 14401536:0,java / 48%,java / 1998475264%,145314.0,9419.0,14401536.0,0.0,05-09 08:06:05,
java / 15388672:15396407,java / 15335424:0,java / 49%,java / 1998475264%,271.0,1519.0,15335424.0,0.0,05-09 08:06:06,
java / 15917056:15925039,java / 15859712:0,java / 49%,java / 1998475264%,163.0,881.0,16121856.0,73728.0,05-09 08:06:07,
java / 14000171:14009175,java / 14024704:0,java / 49%,java / 1998475264%,272.0,1440.0,13762560.0,102400.0,05-09 08:06:08,
java / 14004224:14008748,java / 14024704:0,java / 49%,java / 1998475264%,163.0,881.0,14286848.0,0.0,05-09 08:06:09,
java / 13008896:13017563,java / 12976128:0,java / 49%,java / 1998475264%,163.0,881.0,12713984.0,0.0,05-09 08:06:10,
java / 15786027:15793308,java / 15859712:0,java / 49%,java / 1998475264%,272.0,1440.0,16121856.0,0.0,05-09 08:06:11,
java / 15720448:15726802,java / 15728640:0,java / 50%,java / 1998475264%,463.0,4881.0,15749120.0,0.0,05-09 08:06:12,
java / 15519744:15528565,java / 15224832:0,java / 50%,java / 1998475264%,205.0,923.0,15204352.0,8192.0,05-09 08:06:13,
java / 12091693:12093671,java / 12435456:4096,java / 49%,java / 1998475264%,11863.0,8441.0,12435456.0,4096.0,05-09 08:06:14,
java / 15917056:15925039,java / 15859712:0,java / 50%,java / 1998475264%,163.0,889.0,15859712.0,0.0,05-09 08:06:15,
java / 16580608:16585829,java / 16646144:0,java / 50%,java / 1998475264%,163.0,881.0,16646144.0,0.0,05-09 08:06:16,
java / 16511019:16520177,java / 16646144:0,java / 50%,java / 1998475264%,404.0,2774.0,16384000.0,8192.0,05-09 08:06:17,
java / 16314368:16321513,java / 16121856:0,java / 50%,java / 1998475264%,163.0,881.0,16121856.0,0.0,05-09 08:06:18,
java / 14594048:14603459,java / 14811136:0,java / 49%,java / 1999556608%,163.0,799.0,14811136.0,86016.0,05-09 08:06:19,
java / 13803563:13810938,java / 13762560:0,java / 49%,java / 2001719296%,272.0,1440.0,13762560.0,0.0,05-09 08:06:20,
java / 13410304:13414037,java / 13369344:0,java / 49%,java / 1999360000%,163.0,881.0,13369344.0,0.0,05-09 08:06:21,
java / 13209600:13215800,java / 13127680:0,java / 50%,java / 1999360000%,463.0,4881.0,13127680.0,0.0,05-09 08:06:22,
java / 13744432:0,java / 6291456:0,java / 49%,java / 1999360000%,272.0,1440.0,6291456.0,0.0,05-09 08:06:23,
java / 20279423:20286810,java / 20955136:0,java / 50%,java / 1998254080%,112701.0,9190.0,20955136.0,0.0,05-09 08:06:24,
java / 14266368:14273064,java / 14286848:0,java / 50%,java / 1998254080%,163.0,881.0,14286848.0,53248.0,05-09 08:06:25,
java / 13606955:13612701,java / 13369344:0,java / 50%,java / 1999065088%,272.0,1440.0,13631488.0,4096.0,05-09 08:06:26,
java / 12349440:12356773,java / 12451840:8192,java / 50%,java / 1999065088%,163.0,881.0,12189696.0,69632.0,05-09 08:06:27,
java / 14532733:14538122,java / 15073280:8192,java / 50%,java / 1999065088%,1286.0,235720.0,15073280.0,0.0,05-09 08:06:28,
java / 13869099:13877017,java / 13762560:0,java / 50%,java / 1997410304%,272.0,1726.0,14024704.0,0.0,05-09 08:06:29,
java / 15458304:15462486,java / 15597568:0,java / 49%,java / 1997414400%,163.0,881.0,15335424.0,0.0,05-09 08:06:30,
java / 16445564:16454413,java / 16011264:0,java / 51%,java / 1997414400%,1741.0,206529.0,16011264.0,49152.0,05-09 08:06:31,
java / 15056946:15065927,java / 14548992:0,java / 50%,java / 1997410304%,704.0,47316.0,14548992.0,0.0,05-09 08:06:32,
java / 14135423:14141463,java / 14663680:0,java / 50%,java / 1997410304%,145313.0,8886.0,14663680.0,0.0,05-09 08:06:33,
java / 14401536:14405222,java / 14286848:0,java / 50%,java / 1997414400%,163.0,881.0,14548992.0,0.0,05-09 08:06:34,
java / 15323179:15330755,java / 15335424:0,java / 50%,java / 1997414400%,272.0,1440.0,15335424.0,0.0,05-09 08:06:35,
java / 9510912:9515376,java / 9568256:0,java / 59%,java / 1997516800%,163.0,881.0,9568256.0,77824.0,05-09 08:06:36,
java / 15785984:15792881,java / 15859712:0,java / 51%,java / 2005405696%,163.0,881.0,15876096.0,8192.0,05-09 08:06:37,
java / 15650859:15661150,java / 15597568:0,java / 50%,java / 2016219136%,272.0,1440.0,15597568.0,0.0,05-09 08:06:38,
java / 14200832:14206985,java / 14155776:0,java / 49%,java / 2032164864%,163.0,881.0,14155776.0,0.0,05-09 08:06:39,
java / 10440482:91123739,java / 0:91127808,java / 50%,java / 2048114688%,163.0,881.0,10354688.0,0.0,05-09 08:06:40,
java / 12224615:12588715,java / 0:12591104,java / 49%,java / 2064068608%,272.0,1440.0,12079104.0,53248.0,05-09 08:06:41,
java / 12947456:12951484,java / 12845056:8192,java / 51%,java / 2083418112%,463.0,4881.0,12845056.0,29589504.0,05-09 08:06:42,
java / 133020762:10083551,java / 0:10096640,java / 53%,java / 2171383808%,202389.0,9975.0,9031680.0,0.0,05-09 08:06:43,
java / 15056939:15066439,java / 15073280:8192,java / 48%,java / 2174627840%,272.0,1440.0,14811136.0,0.0,05-09 08:06:44,
java / 13873152:13876590,java / 14024704:0,java / 49%,java / 2185437184%,229.0,1211.0,14024704.0,0.0,05-09 08:06:45,
java / 13668352:13678353,java / 13762560:0,java / 49%,java / 2203820032%,163.0,881.0,13631488.0,155648.0,05-09 08:06:46,
java / 13013035:13017990,java / 12845056:0,java / 49%,java / 2214363136%,404.0,2774.0,12976128.0,94994432.0,05-09 08:06:47,
java / 13737984:13744432,java / 13762560:0,java / 50%,java / 2232205312%,205.0,923.0,13762560.0,0.0,05-09 08:06:48,
java / 14135296:14140906,java / 14024704:0,java / 49%,java / 2243022848%,163.0,881.0,14024704.0,0.0,05-09 08:06:49,
java / 12092457:89643627,java / 0:89649152,java / 50%,java / 2258702336%,272.0,1440.0,12189696.0,0.0,05-09 08:06:50,
java / 14397440:14405222,java / 14176256:0,java / 49%,java / 2274652160%,163.0,947.0,14438400.0,45056.0,05-09 08:06:51,
java / 13607036:13613016,java / 13647872:20480,java / 51%,java / 2298171392%,2095.0,122083.0,13651968.0,29560832.0,05-09 08:06:52,
java / 136343077:12088039,java / 0:12099584,java / 50%,java / 2312769536%,216626.0,9809.0,3276800.0,0.0,05-09 08:06:53,
java / 21799036:21806627,java / 22265856:0,java / 52%,java / 2318712832%,1566.0,1528.0,22528000.0,0.0,05-09 08:06:54,
java / 13737984:13744432,java / 13762560:0,java / 50%,java / 2331959296%,163.0,881.0,13500416.0,0.0,05-09 08:06:55,
java / 14663723:14669965,java / 14811136:0,java / 50%,java / 2346557440%,272.0,1440.0,14811136.0,106496.0,05-09 08:06:56,
java / 14659584:14669538,java / 14417920:0,java / 49%,java / 2360074240%,163.0,881.0,14417920.0,95744000.0,05-09 08:06:57,
java / 14532608:14537380,java / 14548992:0,java / 49%,java / 2373050368%,163.0,881.0,14811136.0,0.0,05-09 08:06:58,
java / 14266411:14273491,java / 14286848:0,java / 49%,java / 2387107840%,338.0,1754.0,14286848.0,0.0,05-09 08:06:59,
java / 12555010:91639706,java / 0:91648000,java / 49%,java / 2399813632%,163.0,881.0,12718080.0,29503488.0,05-09 08:07:00,
java / 14000128:14008748,java / 13914112:0,java / 49%,java / 2424414208%,163.0,881.0,13914112.0,0.0,05-09 08:07:01,
java / 11030571:11035620,java / 11010048:8192,java / 54%,java / 2437660672%,704.0,6774.0,10747904.0,69632.0,05-09 08:07:02,
java / 11035193:10720860,java / 0:10727424,java / 50%,java / 2439012352%,163.0,889.0,3538944.0,86401024.0,05-09 08:07:03,
java / 135575254:2452543,java / 16896000:0,java / 49%,java / 2439016448%,145721.0,9397.0,16896000.0,0.0,05-09 08:07:04,
java / 13475883:13480543,java / 13369344:0,java / 49%,java / 2439016448%,272.0,1440.0,13369344.0,0.0,05-09 08:07:05,
java / 13672448:13678353,java / 13762560:0,java / 50%,java / 2439016448%,163.0,881.0,13762560.0,0.0,05-09 08:07:06,
java / 13209600:13215800,java / 13238272:0,java / 49%,java / 2439016448%,163.0,881.0,13238272.0,77824.0,05-09 08:07:07,
java / 13606955:13612701,java / 13500416:0,java / 49%,java / 2439016448%,272.0,1440.0,13762560.0,4096.0,05-09 08:07:08,
java / 15388672:15396407,java / 15335424:0,java / 49%,java / 2439016448%,163.0,881.0,15335424.0,0.0,05-09 08:07:09,
java / 12885405:85654427,java / 0:85671936,java / 49%,java / 2439016448%,163.0,881.0,12587008.0,39997440.0,05-09 08:07:10,
java / 14663723:14669965,java / 14548992:8192,java / 49%,java / 2438823936%,272.0,1440.0,14811136.0,0.0,05-09 08:07:11,
java / 13737984:13744432,java / 13651968:0,java / 49%,java / 2438823936%,463.0,4889.0,13651968.0,0.0,05-09 08:07:12,
java / 13810511:10720860,java / 0:10727424,java / 51%,java / 2438823936%,1063.0,134462.0,8142848.0,85868544.0,05-09 08:07:13,
java / 138284690:4395072,java / 16502784:0,java / 51%,java / 2438823936%,147293.0,10189.0,16764928.0,0.0,05-09 08:07:14,
java / 12414976:12422852,java / 12320768:0,java / 50%,java / 2438823936%,217.0,1519.0,12058624.0,0.0,05-09 08:07:15,
java / 13012992:13017563,java / 12976128:0,java / 50%,java / 2438823936%,163.0,881.0,13238272.0,0.0,05-09 08:07:16,
java / 14925867:14933738,java / 15073280:0,java / 49%,java / 2438823936%,404.0,2774.0,14811136.0,0.0,05-09 08:07:17,
java / 13606912:13612817,java / 13500416:0,java / 49%,java / 2438823936%,1130.0,72511.0,14024704.0,90112.0,05-09 08:07:18,
java / 13873277:13877332,java / 14286848:0,java / 49%,java / 2438823936%,163.0,31769.0,13762560.0,0.0,05-09 08:07:19,
java / 13083642:13980503,java / 0:13987840,java / 50%,java / 2438823936%,272.0,1440.0,13107200.0,0.0,05-09 08:07:20,
java / 12092457:82884969,java / 0:82894848,java / 47%,java / 2438823936%,163.0,881.0,11935744.0,41951232.0,05-09 08:07:21,
java / 14594048:14603459,java / 14438400:0,java / 54%,java / 2439094272%,463.0,4881.0,14700544.0,0.0,05-09 08:07:22,
java / 14801696:13407219,java / 0:13414400,java / 50%,java / 2439094272%,380.0,1482.0,11141120.0,86269952.0,05-09 08:07:23,
java / 140153082:4584171,java / 15450112:0,java / 49%,java / 2438930432%,145351.0,9402.0,15450112.0,94208.0,05-09 08:07:24,
java / 15585280:15594644,java / 15466496:0,java / 50%,java / 2438660096%,163.0,881.0,15810560.0,0.0,05-09 08:07:25,
java / 14729259:14736044,java / 14811136:0,java / 48%,java / 2438184960%,338.0,1440.0,14811136.0,0.0,05-09 08:07:26,
java / 14925824:14933854,java / 14770176:0,java / 50%,java / 2438184960%,163.0,881.0,14770176.0,0.0,05-09 08:07:27,
java / 14794752:14801696,java / 14680064:0,java / 49%,java / 2438184960%,163.0,881.0,14680064.0,0.0,05-09 08:07:28,
java / 13301414:13308483,java / 13643776:0,java / 50%,java / 2438184960%,11622.0,8755.0,13189120.0,61440.0,05-09 08:07:29,
java / 12947456:12951484,java / 12713984:0,java / 49%,java / 2438184960%,163.0,881.0,13238272.0,0.0,05-09 08:07:30,
java / 10964992:10969114,java / 11141120:0,java / 52%,java / 2438184960%,163.0,881.0,10878976.0,0.0,05-09 08:07:31,
java / 14065707:14075254,java / 13926400:0,java / 50%,java / 2438176768%,704.0,6774.0,14196736.0,0.0,05-09 08:07:32,
java / 12555010:50281041,java / 4096:50282496,java / 51%,java / 2438176768%,163.0,881.0,12324864.0,0.0,05-09 08:07:33,
java / 22262685:15217276,java / 0:15216640,java / 50%,java / 2438168576%,1407.0,134964.0,7249920.0,73728.0,05-09 08:07:34,
java / 71484787:7004,java / 21217280:0,java / 51%,java / 2438168576%,11599.0,8013.0,21581824.0,0.0,05-09 08:07:35,
java / 15323136:15330328,java / 15335424:0,java / 50%,java / 2438168576%,163.0,881.0,15073280.0,0.0,05-09 08:07:36,
java / 15785984:15792881,java / 15745024:0,java / 49%,java / 2438168576%,163.0,947.0,15745024.0,0.0,05-09 08:07:37,
java / 13480116:50918489,java / 4096:50946048,java / 49%,java / 2438168576%,326.0,2078.0,13377536.0,63664128.0,05-09 08:07:38,
java / 72679586:8817100,java / 12951552:0,java / 49%,java / 2438168576%,11846.0,7944.0,13402112.0,143360.0,05-09 08:07:39,
java / 15654912:15660723,java / 15597568:0,java / 49%,java / 2438168576%,163.0,881.0,15597568.0,0.0,05-09 08:07:40,
java / 15650859:15661150,java / 15597568:8192,java / 48%,java / 2438168576%,272.0,1440.0,15597568.0,0.0,05-09 08:07:41,
java / 15523840:15528565,java / 15474688:0,java / 49%,java / 2438168576%,463.0,4889.0,15474688.0,0.0,05-09 08:07:42,
java / 13546195:56283015,java / 0:56299520,java / 50%,java / 2438168576%,163.0,881.0,8257536.0,88223744.0,05-09 08:07:43,
java / 73487702:3063976,java / 19382272:8192,java / 50%,java / 2438168576%,11865.0,8441.0,19386368.0,122880.0,05-09 08:07:44,
java / 14397440:14405222,java / 14286848:0,java / 50%,java / 2438168576%,163.0,889.0,14548992.0,0.0,05-09 08:07:45,
java / 14995456:14999933,java / 14942208:0,java / 50%,java / 2438168576%,163.0,881.0,14680064.0,0.0,05-09 08:07:46,
java / 13480116:45562155,java / 4096:45563904,java / 50%,java / 2438168576%,404.0,2774.0,13647872.0,45625344.0,05-09 08:07:47,
java / 71179682:13384493,java / 12288:13389824,java / 48%,java / 2438168576%,654208.0,9210.0,4018176.0,0.0,05-09 08:07:48,
java / 12356773:0,java / 12288:13389824,java / 45%,java / 2438168576%,13082137.0,16435.0,0.0,0.0,05-09 08:07:49,
java / 15528565:0,java / 12288:13389824,java / 50%,java / 2438168576%,15549112.0,18018.0,0.0,86016.0,05-09 08:07:50,
java / 15396407:0,java / 0:4096,java / 50%,java / 2438168576%,15396303.0,16721.0,0.0,0.0,05-09 08:07:51,
java / 13480252:50922293,java / 0:50941952,java / 51%,java / 2438168576%,13570803.0,19359.0,0.0,56307712.0,05-09 08:07:52,
java / 14733479:14736601,java / 15319040:8192,java / 51%,java / 2438168576%,5439697.0,8347.0,15581184.0,0.0,05-09 08:07:53,
java / 14000128:14008748,java / 13893632:0,java / 49%,java / 2438168576%,163.0,889.0,13893632.0,0.0,05-09 08:07:54,
java / 15589376:15594644,java / 15577088:0,java / 49%,java / 2438168576%,163.0,881.0,15581184.0,29667328.0,05-09 08:07:55,
java / 12611627:12621516,java / 12582912:0,java / 53%,java / 2438168576%,272.0,1440.0,12320768.0,0.0,05-09 08:07:56,
java / 124868274:13553326,java / 0:13565952,java / 50%,java / 2438168576%,10692.0,5551.0,5246976.0,29478912.0,05-09 08:07:57,
java / 21532796:21542311,java / 22134784:0,java / 51%,java / 2438168576%,1510.0,3385.0,22134784.0,0.0,05-09 08:07:58,
java / 14135339:14141333,java / 13983744:8192,java / 49%,java / 2438168576%,272.0,1440.0,14245888.0,0.0,05-09 08:07:59,
java / 15851520:15858960,java / 15728640:0,java / 50%,java / 2438168576%,163.0,955.0,15728640.0,0.0,05-09 08:08:00,
java / 11695977:49271897,java / 0:49283072,java / 50%,java / 2438168576%,217.0,1249.0,7925760.0,56713216.0,05-09 08:08:01,
java / 16580778:16586813,java / 17289216:0,java / 50%,java / 2437877760%,1731.0,6996.0,17551360.0,0.0,05-09 08:08:02,
java / 14004224:14008748,java / 13893632:0,java / 49%,java / 2437877760%,163.0,799.0,13631488.0,0.0,05-09 08:08:03,
java / 13275136:13281879,java / 13193216:8192,java / 50%,java / 2438139904%,163.0,799.0,13455360.0,29487104.0,05-09 08:08:04,
java / 14397483:14405649,java / 14155776:8192,java / 50%,java / 2437734400%,272.0,1366.0,14155776.0,0.0,05-09 08:08:05,
java / 120106055:9618610,java / 12709888:4096,java / 50%,java / 2437967872%,12975.0,304583.0,12353536.0,69632.0,05-09 08:08:06,
java / 14200832:14206985,java / 14286848:0,java / 49%,java / 2437967872%,163.0,889.0,14680064.0,0.0,05-09 08:08:07,
java / 14065707:14075254,java / 13975552:0,java / 50%,java / 2437967872%,272.0,1440.0,13975552.0,0.0,05-09 08:08:08,
java / 12419072:12422852,java / 12582912:0,java / 49%,java / 2437967872%,163.0,881.0,12062720.0,20971520.0,05-09 08:08:09,
java / 11563825:50918489,java / 4096:50921472,java / 42%,java / 2437967872%,163.0,881.0,7766016.0,58445824.0,05-09 08:08:10,
java / 20279466:20287237,java / 20955136:0,java / 50%,java / 2437967872%,1340.0,1794.0,21229568.0,102400.0,05-09 08:08:11,
java / 15000069:16080998,java / 0:16076800,java / 50%,java / 2437967872%,463.0,4881.0,14753792.0,0.0,05-09 08:08:12,
java / 15060992:15066012,java / 14942208:8192,java / 49%,java / 2437967872%,163.0,881.0,14942208.0,29544448.0,05-09 08:08:13,
java / 14603459:13407219,java / 0:13410304,java / 50%,java / 2437967872%,272.0,1448.0,6897664.0,0.0,05-09 08:08:14,
java / 119059014:530451,java / 19120128:0,java / 49%,java / 2437967872%,11865.0,7882.0,19136512.0,0.0,05-09 08:08:15,
java / 13074432:13083642,java / 12845056:0,java / 51%,java / 2437967872%,163.0,881.0,13176832.0,110592.0,05-09 08:08:16,
java / 12484651:12489358,java / 12390400:0,java / 49%,java / 2437967872%,404.0,2774.0,12058624.0,4096.0,05-09 08:08:17,
java / 13480116:46005746,java / 4096:46010368,java / 49%,java / 2437967872%,163.0,881.0,13180928.0,78372864.0,05-09 08:08:18,
java / 14271723:13399525,java / 32768:13402112,java / 49%,java / 2438778880%,7140768.0,11951.0,32768.0,0.0,05-09 08:08:19,
java / 14801696:13407219,java / 0:13406208,java / 50%,java / 2438778880%,14945903.0,22904.0,0.0,0.0,05-09 08:08:20,
java / 13744432:13399027,java / 0:13398016,java / 49%,java / 2438778880%,14369545.0,21083.0,0.0,24834048.0,05-09 08:08:21,
java / 13810647:10724664,java / 0:10735616,java / 50%,java / 2438778880%,13841293.0,19887.0,0.0,4730880.0,05-09 08:08:22,
java / 115029905:9769052,java / 270336:9785344,java / 41%,java / 2438799360%,7294877.0,16915.0,270336.0,0.0,05-09 08:08:23,
java / 20017276:20022494,java / 20561920:0,java / 45%,java / 2438799360%,1244.0,1593.0,20824064.0,0.0,05-09 08:08:24,
java / 15650816:15660723,java / 15519744:0,java / 49%,java / 2438250496%,163.0,947.0,15519744.0,0.0,05-09 08:08:25,
java / 14532651:14537807,java / 14680064:0,java / 50%,java / 2438250496%,670.0,1716.0,15167488.0,94208.0,05-09 08:08:26,
java / 10969114:48223498,java / 0:48226304,java / 48%,java / 2438250496%,295.0,1013.0,4894720.0,77336576.0,05-09 08:08:27,
java / 11870047:10721358,java / 0:10719232,java / 50%,java / 2439061504%,10944638.0,18891.0,0.0,0.0,05-09 08:08:28,
java / 13876590:10720860,java / 0:10723328,java / 50%,java / 2439155712%,13934888.0,21816.0,0.0,0.0,05-09 08:08:29,
java / 14801696:13399027,java / 0:13398016,java / 51%,java / 2438127616%,15265600.0,20393.0,0.0,0.0,05-09 08:08:30,
java / 13149721:13399027,java / 0:13414400,java / 50%,java / 2438127616%,13165166.0,15737.0,0.0,29585408.0,05-09 08:08:31,
java / 112847338:4351929,java / 360448:4362240,java / 51%,java / 2438127616%,12057257.0,29052.0,360448.0,0.0,05-09 08:08:32,
java / 15925039:0,java / 360448:4362240,java / 50%,java / 2438127616%,16046724.0,19807.0,0.0,0.0,05-09 08:08:33,
java / 14140906:0,java / 360448:4362240,java / 50%,java / 2438127616%,14103838.0,17777.0,0.0,0.0,05-09 08:08:34,
java / 10704798:45562152,java / 4096:45563904,java / 50%,java / 2438127616%,10761639.0,16698.0,4096.0,20971520.0,05-09 08:08:35,
java / 14603459:13399027,java / 0:13398016,java / 50%,java / 2438127616%,14726102.0,17929.0,0.0,50569216.0,05-09 08:08:36,
java / 14867775:13399027,java / 0:13398016,java / 50%,java / 2438127616%,14813194.0,17141.0,0.0,0.0,05-09 08:08:37,
java / 15462486:13407219,java / 0:13418496,java / 50%,java / 2438127616%,15682249.0,18750.0,4096.0,29536256.0,05-09 08:08:38,
java / 14999933:13399027,java / 0:13406208,java / 50%,java / 2438127616%,14960097.0,18749.0,0.0,0.0,05-09 08:08:39,
java / 14140906:13399027,java / 0:13398016,java / 50%,java / 2438127616%,14108573.0,18449.0,0.0,0.0,05-09 08:08:40,
java / 134476197:12678652,java / 0:12689408,java / 49%,java / 2438127616%,10436395.0,14212.0,299008.0,85942272.0,05-09 08:08:41,
java / 16152311:10448,java / 57344:12288,java / 51%,java / 2438127616%,15001122.0,29116.0,49152.0,0.0,05-09 08:08:42,
java / 12753247:0,java / 57344:12288,java / 51%,java / 2438127616%,12781782.0,16999.0,0.0,0.0,05-09 08:08:43,
java / 15396407:0,java / 57344:12288,java / 50%,java / 2438127616%,15391230.0,17520.0,0.0,0.0,05-09 08:08:44,
java / 13149721:48240319,java / 49152:48246784,java / 51%,java / 2438918144%,13054045.0,14453.0,49152.0,0.0,05-09 08:08:45,
java / 11497746:10720860,java / 0:10719232,java / 51%,java / 2438918144%,11737944.0,16087.0,0.0,106496.0,05-09 08:08:46,
java / 14933854:13399027,java / 0:13398016,java / 51%,java / 2439057408%,14900611.0,20850.0,0.0,0.0,05-09 08:08:47,
java / 15660723:13407219,java / 0:13426688,java / 51%,java / 2438533120%,15795464.0,19793.0,0.0,39546880.0,05-09 08:08:48,
java / 15396407:13399027,java / 0:13398016,java / 50%,java / 2438475776%,15362596.0,18725.0,0.0,0.0,05-09 08:08:49,
java / 15066012:13399027,java / 0:13398016,java / 50%,java / 2438475776%,15149383.0,18594.0,0.0,0.0,05-09 08:08:50,
java / 133481102:8621668,java / 196608:8650752,java / 51%,java / 2438688768%,12309230.0,23332.0,200704.0,29495296.0,05-09 08:08:51,
java / 16255570:3804,java / 196608:8650752,java / 51%,java / 2438688768%,16162632.0,22511.0,0.0,0.0,05-09 08:08:52,
java / 16189355:0,java / 0:8192,java / 50%,java / 2438688768%,16358102.0,20372.0,0.0,0.0,05-09 08:08:53,
java / 14933854:33989327,java / 4096:33992704,java / 49%,java / 2438688768%,14865403.0,17537.0,4096.0,0.0,05-09 08:08:54,
java / 13546195:22293688,java / 12288:22290432,java / 50%,java / 2438688768%,13716729.0,15689.0,12288.0,62459904.0,05-09 08:08:55,
java / 14339143:13399027,java / 0:13402112,java / 50%,java / 2438688768%,14376495.0,18782.0,0.0,81920.0,05-09 08:08:56,
java / 15594644:13399027,java / 0:13398016,java / 50%,java / 2438688768%,15655088.0,18989.0,0.0,0.0,05-09 08:08:57,
java / 15462486:13407219,java / 0:13422592,java / 49%,java / 2438688768%,15411521.0,17051.0,0.0,29536256.0,05-09 08:08:58,
java / 15660723:13399027,java / 0:13398016,java / 50%,java / 2438688768%,15792268.0,20814.0,0.0,0.0,05-09 08:08:59,
java / 131634297:9717350,java / 98304:9736192,java / 49%,java / 2439024640%,12021140.0,23531.0,102400.0,85884928.0,05-09 08:09:00,
java / 15858960:0,java / 98304:9736192,java / 50%,java / 2438500352%,16042493.0,19789.0,0.0,90112.0,05-09 08:09:01,
java / 16519886:3804,java / 98304:9736192,java / 50%,java / 2438500352%,16533374.0,25794.0,0.0,4096.0,05-09 08:09:02,
java / 15792881:9549952,java / 0:9551872,java / 50%,java / 2438500352%,15679567.0,18985.0,0.0,0.0,05-09 08:09:03,
java / 13281879:46692399,java / 0:46690304,java / 51%,java / 2438500352%,13455103.0,16289.0,0.0,0.0,05-09 08:09:04,
java / 14471301:10720860,java / 0:10723328,java / 50%,java / 2438500352%,14406867.0,18756.0,0.0,0.0,05-09 08:09:05,
java / 14339143:13407219,java / 0:13414400,java / 50%,java / 2438500352%,14414707.0,19217.0,0.0,33837056.0,05-09 08:09:06,
java / 12488931:10720860,java / 0:10727424,java / 51%,java / 2440122368%,12476033.0,14501.0,0.0,65536.0,05-09 08:09:07,
java / 13942669:13399027,java / 0:13402112,java / 50%,java / 2439094272%,14035817.0,19050.0,0.0,0.0,05-09 08:09:08,
java / 11960299:10720860,java / 0:10727424,java / 53%,java / 2439094272%,12046434.0,14485.0,4096.0,29450240.0,05-09 08:09:09,
java / 128597700:3933972,java / 8192:3956736,java / 51%,java / 2439094272%,9523360.0,21517.0,8192.0,0.0,05-09 08:09:10,
java / 14933854:0,java / 0:8192,java / 50%,java / 2436468736%,14972795.0,18230.0,0.0,0.0,05-09 08:09:11,
java / 14669674:3804,java / 0:4096,java / 50%,java / 2436472832%,14750274.0,21567.0,0.0,98304.0,05-09 08:09:12,
java / 15991118:1392250,java / 4096:1392640,java / 51%,java / 2435944448%,15916801.0,22799.0,4096.0,0.0,05-09 08:09:13,
java / 14405222:54890765,java / 0:54890496,java / 49%,java / 2435932160%,14528902.0,19528.0,0.0,60420096.0,05-09 08:09:14,
java / 15925039:13399027,java / 0:13402112,java / 50%,java / 2435932160%,16009315.0,21041.0,0.0,0.0,05-09 08:09:15,
