cpu process,memory process,recv,send,read,writ,time,input,output,binput,boutput
50,1812389888,229,2289,10485760,0,02-09 14:58:48,10567680,10572640,10485760,0
51,1812389888,572,5110,9457664,0,02-09 14:58:49,9310251,9317566,9195520,8192
51,1812389888,163,889,9699328,24576,02-09 14:58:50,9777152,9779692,9699328,0
50,1812525056,163,889,5636096,114688,02-09 14:58:51,6270983,6276993,5898240,0
49,1812525056,157248,2721,0,0,02-09 14:58:52,3304193,486,5898240,0
51,1812553728,14223,8080,13234176,0,02-09 14:58:53,12619899,12621646,13221888,0
50,1812553728,1273,95283,10354688,0,02-09 14:58:54,10567804,10573382,10092544,0
50,1812553728,272,2846,8126464,61440,02-09 14:58:55,8253483,8260302,8126464,0
50,1812553728,163,889,9043968,16384,02-09 14:58:56,9052160,9052823,9306112,0
51,1812553728,163,889,8781824,0,02-09 14:58:57,8781824,8788507,8781824,0
50,1812553728,272,1448,9961472,0,02-09 14:58:58,10039339,10044435,9961472,0
52,1812553728,463,4641,9830400,0,02-09 14:58:59,9576448,9581455,9568256,0
50,1814175744,163,889,10223616,0,02-09 14:59:00,10371072,10374403,10223616,0
50,1814175744,272,1448,10616832,45056,02-09 14:59:01,10698795,10705225,10878976,0
51,1814175744,295,955,10567680,0,02-09 14:59:02,10502144,10506561,10567680,0
50,1814175744,229,2289,9175040,0,02-09 14:59:03,9113600,9118902,8912896,0
51,1814175744,272,1448,10223616,0,02-09 14:59:04,10436651,10440909,10485760,0
52,1814175744,163,889,6217728,0,02-09 14:59:05,6723974,6729177,6217728,0
50,1814175744,429,1317,0,16384,02-09 14:59:06,3095573,363,0,4096
54,1814511616,106354,44954,192512,0,02-09 14:59:07,94810,32173,192512,8192
50,1814511616,9313,5058,8192,0,02-09 14:59:08,24564,345,8192,8192
51,1814511616,9613,12044,16384,0,02-09 14:59:09,9122,9537,16384,12288
51,1814511616,326,2086,0,0,02-09 14:59:10,43,427,16384,12288
51,1814708224,9314,6534,0,241664,02-09 14:59:11,24564,345,0,8192
50,1813770240,9314,4969,0,0,02-09 14:59:12,9019,5874,0,8192
44,1812934656,91191,41547,4096,0,02-09 14:59:13,8921254,8921649,4096,12288
50,1806630912,561,1231,1277952,188416,02-09 14:59:14,10039296,10044008,4096,12288
51,1806630912,163,865,0,0,02-09 14:59:15,10432512,10440482,4096,12288
52,1806630912,272,1424,0,61440,02-09 14:59:16,10174507,10176593,0,16384
51,1806630912,337,2289,0,0,02-09 14:59:17,10235904,10242245,0,8192
52,1806630912,163,865,0,0,02-09 14:59:18,9641984,9647534,0,8192
50,1806630912,614,5466,0,28672,02-09 14:59:19,9908267,9912277,0,8192
51,1801904128,163,889,0,0,02-09 14:59:20,9048064,9052823,0,8192
51,1801920512,163,865,0,0,02-09 14:59:21,10104832,10110087,0,8192
50,1801912320,272,1424,0,0,02-09 14:59:22,9642027,9647961,0,8192
51,1801928704,229,997,0,0,02-09 14:59:23,9183232,9184981,0,8192
50,1801932800,163,865,0,16384,02-09 14:59:24,10104832,10110087,0,8192
50,1801945088,272,1424,0,0,02-09 14:59:25,10170411,10176593,0,8192
51,1801965568,163,865,0,344064,02-09 14:59:26,7659527,7664652,0,8192
58,1811550208,14618,8328,0,0,02-09 14:59:27,10641657,10639290,0,12288
56,1771655168,2192,127060,0,0,02-09 14:59:28,8323239,8327123,0,4096
50,1771642880,463,4889,0,0,02-09 14:59:29,10436608,10440482,0,4096
50,1770569728,163,889,0,69632,02-09 14:59:30,10432512,10440482,0,4096
52,1770582016,272,1424,0,0,02-09 14:59:31,9777195,9780119,0,4096
52,1770582016,295,2265,0,0,02-09 14:59:32,9445376,9449297,0,4096
51,1770582016,217,1495,0,0,02-09 14:59:33,9773056,9779692,0,4096
52,1770569728,272,1424,0,0,02-09 14:59:34,10170411,10176593,0,4096
51,1770582016,163,865,0,0,02-09 14:59:35,10305536,10308324,0,4096
51,1770582016,163,865,0,24576,02-09 14:59:36,10301440,10308324,0,4096
50,1769521152,338,1556,0,0,02-09 14:59:37,8720427,8722855,0,4096
50,1769525248,163,865,0,0,02-09 14:59:38,7991296,7995559,0,4096
50,1769525248,463,4865,0,0,02-09 14:59:39,8257536,8259875,0,4096
51,1769529344,272,1424,0,0,02-09 14:59:40,10633259,10639146,0,4096
51,1769648128,295498,9767,8192,53248,02-09 14:59:41,9973893,9977974,8192,16384
51,1769648128,163,889,0,0,02-09 14:59:42,9445376,9449297,8192,16384
50,1769635840,272,1424,0,0,02-09 14:59:43,10498091,10506988,8192,16384
50,1769635840,163,865,0,0,02-09 14:59:44,9908224,9911850,8192,16384
49,1769644032,163,865,0,0,02-09 14:59:45,9908224,9911850,8192,16384
50,1769644032,272,1424,0,65536,02-09 14:59:46,10039339,10044435,8192,16384
50,1769644032,295,2199,0,81920,02-09 14:59:47,10039296,10044008,0,16384
50,1769639936,163,889,0,0,02-09 14:59:48,10235904,10242245,0,16384
51,1769639936,572,5424,0,0,02-09 14:59:49,10305579,10308751,0,8192
50,1770946560,163,889,0,0,02-09 14:59:50,9908224,9911850,0,8192
50,1770946560,229,997,0,0,02-09 14:59:51,9904128,9911850,0,4096
49,1770954752,272,1448,0,40960,02-09 14:59:52,10240043,10242672,0,4096
51,1770954752,163,865,0,0,02-09 14:59:53,10432512,10440482,0,4096
50,1770942464,163,865,0,0,02-09 14:59:54,5943303,5946598,0,4096
51,1770942464,253416,10818,0,0,02-09 14:59:55,13078697,13084626,0,12288
52,1770942464,217,1519,0,0,02-09 14:59:56,9314304,9317139,0,12288
52,1770942464,163,865,0,61440,02-09 14:59:57,9777152,9779692,0,12288
52,1770942464,1370,155800,0,0,02-09 14:59:58,10104999,10111256,0,12288
69,1782296576,2329,185826,16384,0,02-09 14:59:59,5419132,5419220,16384,4096
52,1811222528,163,12073,0,0,02-09 15:00:00,9113600,9118902,0,4096
50,1823670272,272,1448,0,0,02-09 15:00:01,7860267,7863828,0,4096
51,1857191936,295,2199,0,143360,02-09 15:00:02,9445376,9449297,0,4096
51,1873678336,205,931,0,0,02-09 15:00:03,10432512,10440482,0,4096
50,1890701312,272,1400,0,0,02-09 15:00:04,10305579,10308751,0,4096
50,1908813824,271,1039,0,0,02-09 15:00:05,9908224,9911850,0,4096
50,1905672192,163,865,0,0,02-09 15:00:06,9048064,9052823,0,4096
52,1905549312,272,1424,0,0,02-09 15:00:07,10170411,10176593,0,4096
50,1917444096,163,865,0,12288,02-09 15:00:08,10235904,10242245,0,4096
51,1948086272,232620,13954,0,0,02-09 15:00:09,9117829,9118947,0,12288
49,1985126400,272,1448,0,0,02-09 15:00:10,9441323,9449724,0,12288
50,2003509248,163,865,0,0,02-09 15:00:11,7860224,7863401,0,12288
50,2021355520,163,865,0,12288,02-09 15:00:12,10240000,10242245,0,12288
49,2036768768,272,1424,0,0,02-09 15:00:13,9449297,62321316,0,62328832
49,2060832768,1471,98211,0,77824,02-09 15:00:14,10440482,16722580,0,16719872
50,2080563200,163,889,0,0,02-09 15:00:15,10110087,18245872,0,18247680
52,2104897536,272,1448,0,29519872,02-09 15:00:16,9845771,16714460,0,16719872
49,2121388032,361,2545,0,0,02-09 15:00:17,10374403,16722492,0,16732160
50,2143014912,163,955,0,108965888,02-09 15:00:18,9052823,15207624,0,15212544
50,2142994432,692,6210,0,69632,02-09 15:00:19,10374635,18241909,0,18243584
50,2155429888,163,889,0,0,02-09 15:00:20,9977929,16722652,0,16719872
49,2178138112,163,889,0,0,02-09 15:00:21,9779692,16722652,0,16723968
50,2212450304,538,1876,0,0,02-09 15:00:22,51281180,16517699,0,16515072
11,2212450304,229,4867,4096,0,02-09 15:00:23,171962491,4442,4096,20480
0,2212450304,163,807,0,73728,02-09 15:00:24,20843,345,4096,20480
0,2212450304,272,1334,0,0,02-09 15:00:25,43,427,4096,20480
0,2212450304,163,767,0,0,02-09 15:00:26,3763,345,4096,20480
0,2212450304,163,775,0,0,02-09 15:00:27,20843,345,4096,20480
24,2212728832,53446,13723,1306624,0,02-09 15:00:28,65338,10570,1306624,0
50,2212999168,18603,13703,0,0,02-09 15:00:29,17852,14340,1306624,0
50,2212999168,9234,6140,0,28672,02-09 15:00:30,20843,345,1306624,0
54,2320932864,9343,8457,0,0,02-09 15:00:31,145949291,5744,0,4096
52,2321174528,35375,9106,69632,0,02-09 15:00:32,68228589,6563,69632,0
51,2316709888,9421,6478,4096,0,02-09 15:00:33,9164,36312,4096,65536
52,2316967936,18609,10936,8192,0,02-09 15:00:34,18329,73290,8192,131072
51,2317033472,9398,6424,0,221184,02-09 15:00:35,69755853,37972,0,65536
53,2317545472,138065,114700,53248,0,02-09 15:00:36,144589432,129795,53248,65536
29,2317545472,1868,4070,0,29929472,02-09 15:00:37,560,156271693,0,156311552
29,2317545472,429,1316,0,170258432,02-09 15:00:38,198,71588082,0,71614464
58,2324566016,163,799,0,23068672,02-09 15:00:39,20846,345,0,4096
32,2324566016,572,5110,0,15728640,02-09 15:00:40,232,84615670,0,84615168
22,2324566016,483,1382,0,175529984,02-09 15:00:41,198,146088358,0,146116608
88,2362929152,217,1519,0,36728832,02-09 15:00:42,20846,345,0,8192
60,2363187200,2646,3279,0,0,02-09 15:00:43,1592,1486,0,8192
56,2359681024,163,889,0,0,02-09 15:00:44,3763,345,0,8192
51,2359410688,10123,7899,0,47874048,02-09 15:00:45,171787420,78255490,0,78286848
41,2358824960,54,156,0,44830720,02-09 15:00:46,0,105372204,0,105390080
34,2358591488,724,3457,27910144,175902720,02-09 15:00:47,55833629,66396874,27910144,66428928
58,2348728320,163,889,0,0,02-09 15:00:48,20846,345,0,4096
56,2348724224,572,5110,4096,21475328,02-09 15:00:49,232,77335684,4096,77344768
14,2348576768,429,1235,0,130572288,02-09 15:00:50,198,152168383,0,152190976
67,2348580864,163,889,0,60928000,02-09 15:00:51,20846,345,0,8192
88,2350903296,580,1917,4096,4096,02-09 15:00:52,198,358,0,8192
50,2350923776,163,889,0,0,02-09 15:00:53,3763,345,0,8192
25,2350993408,9591,7025,53866496,0,02-09 15:00:54,106816398,30353,53510144,32768
31,2350350336,538,1885,32251904,71303168,02-09 15:00:55,64970952,57769060,32608256,57782272
49,2349867008,163,889,4096,99680256,02-09 15:00:56,0,126389664,0,126423040
30,2362470400,163,881,0,64741376,02-09 15:00:57,0,55707144,0,55730176
43,2362462208,538,1867,39178240,23642112,02-09 15:00:58,58922053,8866510,39178240,8884224
55,2362462208,463,4641,0,0,02-09 15:00:59,3763,345,39178240,8884224
54,2336006144,163,865,4096,72638464,02-09 15:01:00,0,136655490,4096,136667136
67,2335338496,538,1785,0,146882560,02-09 15:01:01,198,92013602,0,92041216
74,2335338496,295,955,0,65536,02-09 15:01:02,3763,345,0,4096
57,2335350784,429,2494,8192,0,02-09 15:01:03,20847,345,8192,0
35,2335383552,9701,7584,11173888,0,02-09 15:01:04,20759439,30323,10633216,28672
15,2334916608,217,1257,52068352,0,02-09 15:01:05,104423424,0,52199424,0
37,2334908416,163,881,24301568,81870848,02-09 15:01:06,46604288,82547151,23322624,82550784
44,2362212352,272,1448,0,65155072,02-09 15:01:07,0,104142596,0,104173568
27,2362089472,483,1308,11878400,111439872,02-09 15:01:08,23224518,65416391,11591680,65437696
44,2362179584,463,4641,16846848,0,02-09 15:01:09,34497801,3759,17133568,8192
61,2361692160,272,1366,0,0,02-09 15:01:10,43,427,0,8192
85,2334900224,429,1226,139264,0,02-09 15:01:11,3763,345,0,8192
55,2334908416,429,1203,98304,0,02-09 15:01:12,20847,345,237568,4096
52,2334908416,272,1448,0,66043904,02-09 15:01:13,43,427,237568,4096
31,2334879744,9658,7025,172482560,9945088,02-09 15:01:14,171787151,21426636,172482560,21426176
48,2334863360,163,889,4096,98201600,02-09 15:01:15,0,152333680,0,152363008
47,2334863360,538,1868,42225664,78249984,02-09 15:01:16,42356927,77060787,42225664,77107200
69,2334863360,295,2223,0,0,02-09 15:01:17,3763,345,0,4096
55,2330128384,429,1316,0,81920,02-09 15:01:18,20847,345,0,4096
58,2330136576,838,5604,69632,0,02-09 15:01:19,859,4047,69632,0
54,2330136576,163,889,0,0,02-09 15:01:20,3763,345,69632,0
34,2331721728,195345,129182,41091072,74637312,02-09 15:01:21,39537198,139899,40415232,36864
49,2331721728,538,1876,120324096,0,02-09 15:01:22,120307910,497,120324096,0
60,2331721728,163,889,86507520,65536,02-09 15:01:23,86597632,0,86638592,0
67,2331721728,2398,2200,2973696,0,02-09 15:01:24,3742248,1332,3497984,0
96,2331721728,272,1358,0,0,02-09 15:01:25,43,427,3497984,0
57,2331721728,163,775,0,0,02-09 15:01:26,3763,345,3497984,0
50,2331754496,9379,6600,39288832,0,02-09 15:01:27,38396730,40788,38633472,40960
53,2331889664,592,2244,103940096,0,02-09 15:01:28,103915720,499,103940096,0
58,2341117952,463,4641,31326208,45056,02-09 15:01:29,31891688,3979,31981568,0
59,2341117952,163,889,11403264,0,02-09 15:01:30,11116544,0,11010048,0
48,2341117952,272,1440,29020160,0,02-09 15:01:31,51208192,0,29216768,0
46,2341175296,9457,8198,32993280,0,02-09 15:01:32,66221424,39454,32866304,40960
51,2341171200,163,889,38019072,0,02-09 15:01:33,76193792,0,37949440,0
60,2341167104,272,1440,21430272,49152,02-09 15:01:34,43999232,423,21823488,0
94,2341167104,163,889,0,0,02-09 15:01:35,3763,345,21823488,0
65,2341167104,163,865,0,0,02-09 15:01:36,20847,345,21823488,0
48,2341167104,272,1424,14319616,0,02-09 15:01:37,28254208,0,14049280,0
47,2341154816,10886,5080,25903104,0,02-09 15:01:38,51943066,39677,25911296,40960
46,2330841088,463,6309,43307008,49152,02-09 15:01:39,86745320,3556,43200512,0
50,2330836992,272,1448,41271296,0,02-09 15:01:40,83222528,0,41254912,0
58,2330832896,163,881,647168,0,02-09 15:01:41,1949696,426,1032192,0
59,2330832896,163,889,8806400,0,02-09 15:01:42,17350656,0,8675328,0
47,2330832896,272,1440,25452544,0,02-09 15:01:43,51044352,0,25387008,0
50,2330832896,9314,6550,3756032,0,02-09 15:01:44,8213362,35204,3952640,36864
50,2330861568,163,889,0,40960,02-09 15:01:45,20847,345,3952640,36864
50,2331078656,189067,169823,552960,77824,02-09 15:01:46,338049,187597,548864,53248
50,2308468736,295,2223,0,0,02-09 15:01:47,3763,345,0,8192
49,2285879296,9313,4890,13340672,0,02-09 15:01:48,25617210,46197,12824576,57344
53,2285879296,572,6868,10104832,0,02-09 15:01:49,113123560,3556,10620928,0
61,2333782016,163,955,0,94208,02-09 15:01:50,35463168,423,10620928,0
55,2333782016,217,1495,0,176128,02-09 15:01:51,20847,345,10620928,0
48,2333782016,272,1424,17096704,0,02-09 15:01:52,52150272,0,16896000,0
50,2333782016,9379,4882,11046912,0,02-09 15:01:53,79156593,44426,11247616,45056
55,2333782016,163,2557,0,0,02-09 15:01:54,117432320,423,0,4096
69,2349137920,272,1448,0,69632,02-09 15:01:55,43,427,0,4096
96,2349137920,163,865,0,0,02-09 15:01:56,3763,345,0,4096
54,2349137920,163,865,0,0,02-09 15:01:57,20847,345,0,4096
50,2349137920,272,1424,1019904,0,02-09 15:01:58,54837248,0,1019904,0
49,2349137920,9680,10302,8192,0,02-09 15:01:59,89978754,48015,8192,45056
56,2349338624,163,889,8192,0,02-09 15:02:00,107298816,426,8192,0
63,2349338624,272,1448,0,94208,02-09 15:02:01,43,427,8192,0
54,2349379584,295,2199,0,0,02-09 15:02:02,14073856,0,8192,0
50,2349379584,163,857,0,0,02-09 15:02:03,54747136,0,8192,0
50,2349338624,9423,7085,0,0,02-09 15:02:04,7787378,39850,0,40960
50,2336759808,163,889,0,0,02-09 15:02:05,3763,345,0,40960
12,2330456064,229,4734,8192,40960,02-09 15:02:06,130,42112,8192,45056
0,2330456064,272,1448,0,73728,02-09 15:02:07,43,427,8192,45056
41,2330517504,200705,187438,8192,0,02-09 15:02:08,374781,171929,8192,4096
49,2306879488,463,4641,0,0,02-09 15:02:09,20847,345,8192,4096
50,2297946112,272,1424,0,0,02-09 15:02:10,43,427,8192,4096
51,2274394112,9313,6534,16384,40960,02-09 15:02:11,109167418,53206,16384,53248
56,2274394112,163,889,0,0,02-09 15:02:12,65036288,423,16384,53248
63,2371710976,272,1490,0,49152,02-09 15:02:13,43,427,16384,53248
56,2371710976,217,1495,0,0,02-09 15:02:14,7503872,0,16384,53248
50,2371710976,163,857,0,0,02-09 15:02:15,49823744,0,16384,53248
50,2371710976,9422,7128,4096,139264,02-09 15:02:16,96261489,51100,4096,61440
54,2371878912,295,2223,24576,0,02-09 15:02:17,95150080,423,24576,12288
57,2371878912,229,1211,0,65536,02-09 15:02:18,20848,345,24576,12288
95,2400366592,272,1424,0,0,02-09 15:02:19,43,427,0,8192
71,2400366592,463,4641,0,0,02-09 15:02:20,3763,345,0,8192
49,2400366592,163,865,3313664,53248,02-09 15:02:21,36306944,0,3112960,0
48,2400366592,9489,5441,18923520,0,02-09 15:02:22,43021914,51082,19124224,61440
51,2400366592,163,2557,0,73728,02-09 15:02:23,126353408,0,19124224,61440
57,2400366592,205,899,0,0,02-09 15:02:24,46432256,426,0,4096
57,2400366592,272,1448,0,0,02-09 15:02:25,43,427,0,4096
51,2400366592,163,865,0,147456,02-09 15:02:26,30474240,0,0,4096
50,2400378880,9314,4882,4096,0,02-09 15:02:27,46134066,46108,4096,45056
50,2380423168,272,3116,0,73728,02-09 15:02:28,43,427,4096,45056
50,2370965504,463,4617,0,0,02-09 15:02:29,3763,345,4096,45056
23,2371207168,174204,206848,90112,0,02-09 15:02:30,365959,219558,90112,49152
48,2361753600,57097,9395,8192,45056,02-09 15:02:31,71845,24662,8192,4096
50,2338115584,295,2223,1019904,0,02-09 15:02:32,3763,345,1019904,0
50,2328657920,163,889,0,0,02-09 15:02:33,20848,345,1019904,0
53,2328657920,9422,7093,4096,65536,02-09 15:02:34,76825338,63938,4096,65536
57,2328657920,163,889,0,0,02-09 15:02:35,97378304,423,4096,65536
52,2328670208,163,931,0,86016,02-09 15:02:36,20848,345,4096,65536
57,2351243264,326,2054,0,0,02-09 15:02:37,43,427,4096,65536
49,2351243264,163,865,0,0,02-09 15:02:38,41115648,0,4096,65536
50,2351243264,9613,10278,0,57344,02-09 15:02:39,63444441,64352,0,61440
51,2351353856,272,1448,0,0,02-09 15:02:40,131514368,0,0,61440
58,2368786432,163,857,143360,53248,02-09 15:02:41,12664832,423,143360,0
57,2368786432,163,889,0,0,02-09 15:02:42,20848,345,143360,0
55,2397745152,272,1424,0,0,02-09 15:02:43,20455424,0,143360,0
49,2397745152,163,857,0,90112,02-09 15:02:44,47849472,0,143360,0
50,2397745152,9314,6526,8192,0,02-09 15:02:45,109647450,60386,8192,61440
57,2397745152,272,1448,0,126976,02-09 15:02:46,74162176,426,0,16384
98,2397745152,295,2223,0,0,02-09 15:02:47,3763,345,0,4096
74,2397745152,163,889,114688,0,02-09 15:02:48,20848,345,114688,0
50,2397745152,572,5200,0,0,02-09 15:02:49,168,3556,0,8192
50,2397745152,163,889,0,61440,02-09 15:02:50,27885568,0,0,8192
50,2397745152,163,857,0,0,02-09 15:02:51,46587904,0,0,8192
50,2397745152,9423,7085,4096,0,02-09 15:02:52,2134834,55158,4096,61440
50,2397745152,163,889,0,0,02-09 15:02:53,3763,345,4096,61440
50,2397790208,229,931,8192,0,02-09 15:02:54,66,58232,8192,61440
17,2392756224,226900,259641,827392,0,02-09 15:02:55,796345,231399,827392,4096
28,2367143936,61247,5538,12242944,364544,02-09 15:02:56,11628667,11630461,12042240,0
50,2296225792,561,865,10289152,45056,02-09 15:02:57,8916992,8920665,9043968,0
50,2269962240,272,1724,8912896,0,02-09 15:02:58,8781867,8788934,8650752,0
51,2267357184,463,4707,9568256,0,02-09 15:02:59,9641984,9647534,9830400,0
52,2293137408,217,1519,10092544,0,02-09 15:03:00,10108928,10110087,10092544,0
50,2327015424,272,1448,10309632,393216,02-09 15:03:01,10039339,10044435,10047488,4096
51,2378711040,427,2379,10096640,45056,02-09 15:03:02,10301440,10308324,10354688,0
50,2382495744,163,865,10223616,0,02-09 15:03:03,10039296,10044008,9961472,0
52,2383036416,272,1448,10092544,0,02-09 15:03:04,10170411,10176593,10354688,0
50,2383847424,163,889,8650752,0,02-09 15:03:05,8785920,8788507,8650752,0
51,2384404480,229,1021,9568256,65536,02-09 15:03:06,9314304,9317139,9306112,0
53,2387648512,272,1448,9457664,0,02-09 15:03:07,9773099,9780119,9719808,0
51,2387648512,163,889,9699328,24576,02-09 15:03:08,9777152,9779692,9699328,0
52,2387922944,463,4641,7606272,0,02-09 15:03:09,7987207,7995047,7602176,0
52,2388459520,1654,95702,684032,0,02-09 15:03:10,5881210,484,684032,8192
53,2388582400,13500,7816,9670656,61440,02-09 15:03:11,9711739,9714170,9666560,0
50,2388582400,163,889,9306112,0,02-09 15:03:12,9314304,9317139,9306112,0
49,2388582400,272,1448,8650752,0,02-09 15:03:13,8781867,8788934,8650752,0
50,2389934080,163,889,9043968,61440,02-09 15:03:14,8916992,8920665,9043968,0
51,2392096768,163,889,9437184,0,02-09 15:03:15,9510912,9515376,9437184,0
50,2396962816,272,1448,10616832,135168,02-09 15:03:16,10436651,10440909,10354688,8192
51,2408587264,295,2223,10092544,0,02-09 15:03:17,10039296,10044008,10092544,0
51,2408587264,163,889,8650752,0,02-09 15:03:18,8650752,8656349,8650752,0
52,2408587264,572,5200,8519680,40960,02-09 15:03:19,8589355,8590697,8781824,8192
51,2408587264,163,889,7864320,0,02-09 15:03:20,7856128,7863401,7602176,0
50,2408587264,229,1021,9310208,266240,02-09 15:03:21,9510912,9515376,9568256,8192
49,2408591360,272,1514,9699328,0,02-09 15:03:22,9646123,9647961,9699328,8192
49,2408591360,217,1527,9981952,0,02-09 15:03:23,9973760,9977929,9981952,0
49,2408591360,163,889,9961472,69632,02-09 15:03:24,10039296,10044008,9961472,0
50,2408591360,201056,3818,3801088,0,02-09 15:03:25,11365769,486,3801088,0
51,2408591360,163,889,0,0,02-09 15:03:26,3763,345,3801088,0
51,2408591360,13500,7792,16240640,0,02-09 15:03:27,15720571,15727359,16502784,0
50,2408591360,272,1448,10747904,0,02-09 15:03:28,10637355,10639146,10485760,0
51,2407727104,463,4641,9306112,49152,02-09 15:03:29,9310208,9317139,9306112,0
50,2407727104,163,889,8912896,0,02-09 15:03:30,9113600,9118902,8912896,0
50,2407727104,272,1448,9306112,0,02-09 15:03:31,9052203,9053250,9306112,0
51,2407727104,295,2223,9699328,0,02-09 15:03:32,9773056,9779692,9699328,0
50,2407997440,163,889,10354688,0,02-09 15:03:33,10436608,10440482,10354688,0
51,2407997440,272,1448,10616832,0,02-09 15:03:34,10436651,10440909,10616832,0
50,2407997440,163,889,10223616,16384,02-09 15:03:35,10366976,10374403,10223616,0
51,2407997440,163,889,10616832,0,02-09 15:03:36,10371072,10374403,10354688,0
50,2407997440,338,1580,9175040,0,02-09 15:03:37,9310251,9317566,9175040,0
51,2407997440,163,889,9719808,0,02-09 15:03:38,9908224,9911850,9981952,0
51,2407661568,529,4963,9175040,0,02-09 15:03:39,9248768,9251060,9175040,0
49,2407661568,173919,125047,1851392,12288,02-09 15:03:40,8722609,486,1851392,8192
51,2407661568,1711,194541,0,155648,02-09 15:03:41,331900,331137,0,16384
50,2407661568,15137,8104,16613376,0,02-09 15:03:42,16580731,16586386,16613376,0
52,2407661568,272,1448,9961472,0,02-09 15:03:43,10039339,10044435,9961472,8192
51,2407661568,163,889,10616832,0,02-09 15:03:44,10371072,10374403,10354688,0
51,2407661568,163,955,9175040,81920,02-09 15:03:45,9510912,9515376,9437184,0
49,2407661568,368,2120,9306112,0,02-09 15:03:46,9375787,9383645,9306112,0
51,2407661568,295,2223,9437184,0,02-09 15:03:47,9314304,9317139,9437184,0
52,2407661568,163,889,8781824,0,02-09 15:03:48,8720384,8722428,8781824,0
50,2407661568,572,5200,9043968,0,02-09 15:03:49,8982571,8987171,9043968,0
51,2407661568,163,889,9175040,0,02-09 15:03:50,9179136,9184981,8912896,0
51,2407661568,163,889,8519680,147456,02-09 15:03:51,8585216,8590270,8781824,8192
51,2407661568,338,1580,10747904,0,02-09 15:03:52,10633259,10639146,10485760,8192
51,2407661568,163,889,8409088,0,02-09 15:03:53,8654848,8656349,8671232,0
51,2407661568,163,889,8912896,0,02-09 15:03:54,9113600,9118902,8912896,0
52,2407514112,272,1448,5898240,0,02-09 15:03:55,6205490,6211341,5898240,0
51,2407514112,129526,101125,278528,126976,02-09 15:03:56,3238052,488,278528,12288
23,2407514112,15331,9139980,9666560,0,02-09 15:03:57,9314428,9317696,9666560,8192
1,2407514112,16418,11115330,11321344,0,02-09 15:03:58,11030571,11035620,10878976,0
0,2407514112,15427,10390141,10223616,0,02-09 15:03:59,10371072,10374403,10485760,0
1,2407514112,15481,10436566,10354688,0,02-09 15:04:00,10436608,10440482,10354688,0
0,2407514112,16724,11404571,11403264,0,02-09 15:04:01,11292715,11299936,11403264,0
0,2407514112,16117,10837334,10747904,57344,02-09 15:04:02,10899456,10903035,10747904,0
1,2407514112,16405,11177188,11141120,0,02-09 15:04:03,10960896,10969114,11141120,0
0,2407514112,14090,9203710,9306112,0,02-09 15:04:04,9183275,9185408,9043968,0
0,2407514112,12769,8866509,8650752,0,02-09 15:04:05,8847360,8854586,8912896,0
1,2407514112,16453,11012777,11091968,0,02-09 15:04:06,10964992,10969114,10829824,0
0,2407514112,14630,9796884,9699328,12288,02-09 15:04:07,9777195,9780119,9699328,0
0,2407514112,15025,10449048,10223616,0,02-09 15:04:08,10366976,10374404,10485760,0
0,2407514112,5308,3113546,2416640,0,02-09 15:04:09,2894217,2896595,2416640,0
0,2407514112,338,1448,0,0,02-09 15:04:10,43,427,2416640,0
0,2407514112,163,857,0,0,02-09 15:04:11,3763,345,2416640,0
25,2407571456,115134,38370,4096,16384,02-09 15:04:12,109375,35088,4096,4096
51,2407571456,9620,5581,0,0,02-09 15:04:13,8954,5981,0,8192
50,2407571456,9313,6558,0,0,02-09 15:04:14,8954,5907,0,8192
50,2407620608,163,2557,0,0,02-09 15:04:15,43,345,0,8192
50,2407620608,9423,7093,0,0,02-09 15:04:16,20848,345,0,8192
12,2407620608,361,6092,4096,81920,02-09 15:04:17,3763,345,4096,8192
20,2407718912,89619,35176,0,0,02-09 15:04:18,9314427,9317696,0,4096
50,2402467840,572,5448,0,0,02-09 15:04:19,8192043,8194223,0,4096
50,2400903168,163,865,0,0,02-09 15:04:20,9908224,9911850,0,4096
50,2400903168,163,865,0,0,02-09 15:04:21,9838592,9845771,0,4096
50,2400903168,272,1424,0,0,02-09 15:04:22,9048107,9053250,0,4096
50,2400903168,163,865,0,126976,02-09 15:04:23,8388608,8392033,0,4096
50,2400903168,163,865,0,0,02-09 15:04:24,9777152,9779692,0,4096
54,1841094656,272,1424,4096,0,02-09 15:04:25,5943339,5947537,4096,0
50,1841086464,163,889,0,249856,02-09 15:04:26,8982528,8986744,4096,0
50,1835827200,163,865,0,0,02-09 15:04:27,10170368,10176166,0,20480
50,1832161280,338,1580,0,24576,02-09 15:04:28,9642027,9647961,0,8192
49,1832161280,463,4889,0,0,02-09 15:04:29,9973760,9977929,0,8192
51,1832161280,163,865,0,0,02-09 15:04:30,9908224,9911850,0,8192
50,1832177664,272,1490,0,28672,02-09 15:04:31,9777195,9780119,0,8192
50,1832169472,349,2829,0,0,02-09 15:04:32,6402055,6409151,0,8192
50,1832169472,15638,112003,0,0,02-09 15:04:33,11301237,11301550,0,16384
51,1832177664,272,1448,0,98304,02-09 15:04:34,10039339,10044435,0,4096
50,1836765184,163,889,0,0,02-09 15:04:35,9904128,9911850,0,4096
52,1836765184,163,865,0,0,02-09 15:04:36,9842688,9845771,0,4096
49,1836765184,272,1424,0,0,02-09 15:04:37,9642027,9647961,0,4096
