"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster7-worker7-2",,,,"User:","ubuntu"
"Cmdline:","dstat --top-io --top-bio --top-cpu --top-mem --net --disk --output /home/ubuntu/Cloud/OpenStack/resourceUsage/RFBot-core2.csv -t 1",,,,"Date:","05 Sep 2019 06:42:30 UTC"

"most expensive","most expensive","most expensive","most expensive","net/total",,"dsk/total",,"system"
"i/o process","block i/o process","cpu process","memory process","recv","send","read","writ","time"
java / 98464643:65738,java / 48898048:69632,java / 86%,java / 2404872192%,9746.0,8914.0,49094656.0,0.0,05-09 06:56:02,
java / 104188915:67665,java / 51781632:65536,java / 87%,java / 2404880384%,9505.0,6221.0,51826688.0,0.0,05-09 06:56:03,
java / 36868677:135290,java / 18210816:131072,java / 95%,java / 2404880384%,18783.0,12419.0,17518592.0,245760.0,05-09 06:56:04,
java / 18593491:1437422,java / 7991296:143360,java / 81%,java / 2405474304%,1283566.0,1472515.0,7729152.0,0.0,05-09 06:56:05,
java / 62752:5937,java / 28672:0,java / 95%,java / 2405683200%,64915.0,10071.0,49152.0,0.0,05-09 06:56:06,
java / 17883:211418,java / 0:208896,java / 98%,java / 2405670912%,18568.0,12345.0,0.0,172032.0,05-09 06:56:07,
java / 44844508:210113,java / 45076480:208896,java / 97%,java / 2405670912%,18612.0,12904.0,45338624.0,0.0,05-09 06:56:08,
java / 95875766:209959,java / 95956992:217088,java / 97%,java / 2405777408%,18634.0,10728.0,96088064.0,245760.0,05-09 06:56:09,
java / 106504328:5982,java / 106561536:0,java / 97%,java / 2405785600%,463.0,8311.0,107741184.0,0.0,05-09 06:56:10,
java / 113742702:212261,java / 113704960:208896,java / 97%,java / 2405785600%,18678.0,11236.0,112656384.0,0.0,05-09 06:56:11,
java / 99429973:105124,java / 99504128:106496,java / 97%,java / 2405806080%,9333.0,6621.0,100028416.0,163840.0,05-09 06:56:12,
java / 103762557:107298,java / 103649280:106496,java / 96%,java / 2405806080%,9399.0,6687.0,104173568.0,0.0,05-09 06:56:13,
java / 95232000:424,java / 95289344:4096,java / 88%,java / 2405806080%,272.0,3116.0,94371840.0,331776.0,05-09 06:56:14,
java / 106501958:213201,java / 106455040:212992,java / 96%,java / 2405793792%,18635.0,10685.0,106455040.0,0.0,05-09 06:56:15,
java / 114196480:424,java / 114163712:0,java / 98%,java / 2405793792%,163.0,2557.0,114425856.0,0.0,05-09 06:56:16,
java / 117194262:209676,java / 106524672:208896,java / 96%,java / 2405785600%,18876.0,13013.0,107245568.0,135168.0,05-09 06:56:17,
java / 91807564:104920,java / 67026944:102400,java / 94%,java / 2405785600%,9398.0,7955.0,65736704.0,0.0,05-09 06:56:18,
java / 82485248:424,java / 40992768:16384,java / 87%,java / 2405785600%,217.0,1527.0,40751104.0,577536.0,05-09 06:56:19,
java / 96251674:111111,java / 47771648:110592,java / 86%,java / 2405785600%,9813.0,12934.0,47935488.0,0.0,05-09 06:56:20,
java / 71735760:327561,java / 35639296:331776,java / 90%,java / 2405785600%,27871.0,16437.0,35983360.0,0.0,05-09 06:56:21,
java / 87338049:103936,java / 43352064:102400,java / 88%,java / 2405785600%,9399.0,6542.0,42881024.0,155648.0,05-09 06:56:22,
java / 82015659:208079,java / 40669184:204800,java / 89%,java / 2405785600%,20463.0,13110.0,41709568.0,0.0,05-09 06:56:23,
java / 85024768:424,java / 42221568:4096,java / 90%,java / 2405801984%,163.0,2557.0,41897984.0,339968.0,05-09 06:56:24,
java / 77855455:212939,java / 38629376:212992,java / 89%,java / 2405801984%,18848.0,10685.0,37814272.0,0.0,05-09 06:56:25,
java / 47887958:210105,java / 23773184:212992,java / 90%,java / 2405801984%,9681.0,8980.0,23760896.0,0.0,05-09 06:56:26,
java / 4847179:2047014,java / 4096:118784,java / 71%,java / 2406002688%,2424236.0,2223274.0,4096.0,196608.0,05-09 06:56:27,
java / 17883:252991,java / 0:253952,java / 97%,java / 2406002688%,20098.0,10841.0,0.0,0.0,05-09 06:56:28,
java / 8283612:252099,java / 8507392:258048,java / 98%,java / 2406006784%,20142.0,12978.0,10080256.0,622592.0,05-09 06:56:29,
java / 48464008:5982,java / 48365568:0,java / 97%,java / 2406006784%,463.0,8311.0,47054848.0,0.0,05-09 06:56:30,
java / 100561590:252347,java / 100675584:253952,java / 97%,java / 2406006784%,18568.0,10634.0,101068800.0,0.0,05-09 06:56:31,
java / 100725889:125764,java / 100663296:131072,java / 96%,java / 2406006784%,9640.0,8432.0,100286464.0,208896.0,05-09 06:56:32,
java / 118480621:128244,java / 118685696:126976,java / 96%,java / 2406006784%,9333.0,6621.0,119980032.0,0.0,05-09 06:56:33,
java / 118738517:126317,java / 118640640:126976,java / 97%,java / 2406006784%,9333.0,6621.0,119296000.0,536576.0,05-09 06:56:34,
java / 108259965:128442,java / 108367872:126976,java / 89%,java / 2406006784%,9508.0,8766.0,106401792.0,0.0,05-09 06:56:35,
java / 114896269:128447,java / 114806784:126976,java / 97%,java / 2406006784%,9399.0,4953.0,114544640.0,0.0,05-09 06:56:36,
java / 112986553:127539,java / 113020928:131072,java / 97%,java / 2406129664%,9333.0,8289.0,113676288.0,0.0,05-09 06:56:37,
java / 120939501:126183,java / 120975360:126976,java / 98%,java / 2406129664%,9508.0,7180.0,120320000.0,172032.0,05-09 06:56:38,
java / 100473385:126274,java / 79659008:126976,java / 94%,java / 2406129664%,9399.0,6605.0,79790080.0,720896.0,05-09 06:56:39,
java / 96706516:131203,java / 51544064:126976,java / 88%,java / 2406129664%,9698.0,12293.0,51412992.0,0.0,05-09 06:56:40,
java / 95817362:126562,java / 47636480:126976,java / 89%,java / 2406129664%,9513.0,7164.0,48668672.0,0.0,05-09 06:56:41,
java / 69818082:267652,java / 34553856:266240,java / 91%,java / 2406129664%,18569.0,10963.0,34275328.0,0.0,05-09 06:56:42,
java / 77516591:250783,java / 38617088:253952,java / 88%,java / 2413125632%,18635.0,12353.0,38756352.0,192512.0,05-09 06:56:43,
java / 85336616:126178,java / 42340352:126976,java / 88%,java / 2413125632%,9615.0,8848.0,42422272.0,528384.0,05-09 06:56:44,
java / 95736707:125268,java / 47661056:122880,java / 88%,java / 2413125632%,9505.0,6621.0,47226880.0,0.0,05-09 06:56:45,
java / 97581791:253771,java / 48263168:253952,java / 86%,java / 2413125632%,18782.0,10751.0,47869952.0,0.0,05-09 06:56:46,
java / 43533145:126677,java / 21598208:131072,java / 95%,java / 2413125632%,9747.0,8432.0,21860352.0,0.0,05-09 06:56:47,
java / 7812566:1470682,java / 2469888:262144,java / 66%,java / 2413125632%,1600775.0,1471303.0,2207744.0,188416.0,05-09 06:56:48,
java / 2538548:1209876,java / 368640:12288,java / 33%,java / 2413293568%,987241.0,1311534.0,368640.0,585728.0,05-09 06:56:49,
java / 30650657:30662197,java / 32116736:8192,java / 73%,java / 2413281280%,68816.0,14334.0,32432128.0,0.0,05-09 06:56:50,
java / 24567808:24581388,java / 24117248:0,java / 95%,java / 2413277184%,163.0,889.0,24641536.0,0.0,05-09 06:56:51,
java / 27942912:27951417,java / 28049408:0,java / 95%,java / 2424922112%,163.0,881.0,28049408.0,0.0,05-09 06:56:52,
java / 26751019:26762422,java / 26738688:0,java / 95%,java / 2427355136%,272.0,1440.0,26738688.0,364544.0,05-09 06:56:53,
java / 27869184:27885338,java / 28049408:0,java / 95%,java / 2427355136%,205.0,923.0,27787264.0,741376.0,05-09 06:56:54,
java / 23052288:23061571,java / 22806528:0,java / 95%,java / 2427355136%,163.0,799.0,23199744.0,0.0,05-09 06:56:55,
java / 25825323:25837316,java / 25952256:0,java / 95%,java / 2427535360%,272.0,1358.0,25559040.0,0.0,05-09 06:56:56,
java / 25493504:25506494,java / 25427968:0,java / 95%,java / 2431590400%,163.0,881.0,25690112.0,0.0,05-09 06:56:57,
java / 26681344:26695916,java / 26517504:0,java / 96%,java / 2435379200%,163.0,881.0,26517504.0,0.0,05-09 06:56:58,
java / 26087474:26101120,java / 25559040:0,java / 96%,java / 2437812224%,272.0,1358.0,25034752.0,843776.0,05-09 06:56:59,
java / 20693894:13877,java / 5394432:0,java / 95%,java / 2437812224%,252974.0,16258.0,9424896.0,0.0,05-09 06:57:00,
java / 34877687:34891011,java / 36155392:4096,java / 93%,java / 2438647808%,11814.0,141449.0,32649216.0,0.0,05-09 06:57:01,
java / 23978027:23987104,java / 23855104:0,java / 95%,java / 2439999488%,404.0,1514.0,23592960.0,0.0,05-09 06:57:02,
java / 23842816:23854519,java / 23855104:0,java / 94%,java / 2441617408%,163.0,2067.0,23592960.0,0.0,05-09 06:57:03,
java / 24829952:24845704,java / 24903680:0,java / 96%,java / 2446753792%,163.0,947.0,25165824.0,1327104.0,05-09 06:57:04,
java / 24506411:24515736,java / 24248320:0,java / 96%,java / 2447564800%,272.0,1718.0,24248320.0,0.0,05-09 06:57:05,
java / 24109056:24118835,java / 24248320:0,java / 95%,java / 2446815232%,163.0,799.0,23986176.0,0.0,05-09 06:57:06,
java / 26943488:26960232,java / 27000832:0,java / 96%,java / 2446815232%,163.0,799.0,27262976.0,0.0,05-09 06:57:07,
java / 23515179:23524551,java / 23592960:0,java / 97%,java / 2446815232%,272.0,1358.0,23592960.0,0.0,05-09 06:57:08,
java / 23515136:23524124,java / 23089152:0,java / 96%,java / 2446290944%,163.0,799.0,23351296.0,761856.0,05-09 06:57:09,
java / 23777280:23788440,java / 23875584:0,java / 95%,java / 2446290944%,463.0,6553.0,23875584.0,49152.0,05-09 06:57:10,
java / 16769081:16783469,java / 15859712:0,java / 96%,java / 2446290944%,338.0,1490.0,15335424.0,0.0,05-09 06:57:11,
java / 12222593:12225172,java / 12832768:0,java / 92%,java / 2446360576%,256651.0,16726.0,12836864.0,0.0,05-09 06:57:12,
java / 33886331:33899084,java / 34459648:0,java / 94%,java / 2446360576%,1188.0,1119.0,34721792.0,0.0,05-09 06:57:13,
java / 26087467:26101632,java / 26214400:0,java / 95%,java / 2446360576%,670.0,1700.0,27848704.0,978944.0,05-09 06:57:14,
java / 26750976:26761995,java / 26607616:0,java / 94%,java / 2446360576%,163.0,881.0,26869760.0,0.0,05-09 06:57:15,
java / 26550272:26563758,java / 26607616:0,java / 96%,java / 2446360576%,163.0,799.0,26345472.0,0.0,05-09 06:57:16,
java / 26284075:26299869,java / 26214400:0,java / 96%,java / 2446360576%,404.0,1424.0,26214400.0,0.0,05-09 06:57:17,
java / 21270528:21277438,java / 21495808:0,java / 96%,java / 2446360576%,163.0,2149.0,21757952.0,0.0,05-09 06:57:18,
java / 22720512:22731176,java / 22544384:8192,java / 96%,java / 2446360576%,205.0,923.0,22282240.0,880640.0,05-09 06:57:19,
java / 12017707:12026805,java / 12058624:8192,java / 90%,java / 1990733824%,572.0,7202.0,12058624.0,0.0,05-09 06:57:20,
java / 28532736:28546128,java / 28332032:0,java / 95%,java / 1988632576%,163.0,807.0,28332032.0,0.0,05-09 06:57:21,
java / 27480064:27488864,java / 27283456:0,java / 96%,java / 1986535424%,229.0,1013.0,27545600.0,0.0,05-09 06:57:22,
java / 21881469:7689,java / 6979584:4096,java / 95%,java / 1986535424%,144787.0,263491.0,6717440.0,0.0,05-09 06:57:23,
java / 36528498:36543543,java / 38264832:0,java / 93%,java / 1986535424%,13411.0,230040.0,38789120.0,0.0,05-09 06:57:24,
java / 26353664:26365521,java / 26345472:0,java / 95%,java / 1986535424%,163.0,63523.0,26345472.0,110592.0,05-09 06:57:25,
java / 27017259:27026738,java / 26869760:0,java / 96%,java / 1986535424%,314.0,1400.0,26345472.0,0.0,05-09 06:57:26,
java / 23379968:23391966,java / 23592960:0,java / 94%,java / 1988968448%,163.0,947.0,23592960.0,0.0,05-09 06:57:27,
java / 23777280:23788440,java / 23592960:0,java / 96%,java / 1988968448%,217.0,1519.0,23855104.0,0.0,05-09 06:57:28,
java / 24567851:24581815,java / 24641536:0,java / 95%,java / 1988968448%,272.0,1440.0,24772608.0,0.0,05-09 06:57:29,
java / 22855680:22863334,java / 22806528:0,java / 94%,java / 1988968448%,463.0,6553.0,22937600.0,0.0,05-09 06:57:30,
java / 26746880:26761995,java / 26738688:0,java / 95%,java / 1988968448%,163.0,881.0,26476544.0,16384.0,05-09 06:57:31,
java / 26554411:26564185,java / 26517504:0,java / 97%,java / 1988968448%,404.0,1506.0,26517504.0,0.0,05-09 06:57:32,
java / 27209735:27224548,java / 26607616:0,java / 95%,java / 1989238784%,229.0,2463.0,26607616.0,0.0,05-09 06:57:33,
java / 20626075:7451,java / 5505024:0,java / 96%,java / 1989775360%,144941.0,9436.0,6074368.0,188416.0,05-09 06:57:34,
java / 34550049:34560858,java / 35753984:0,java / 94%,java / 1989775360%,144784.0,9670.0,35078144.0,0.0,05-09 06:57:35,
java / 26349568:26365521,java / 26214400:0,java / 95%,java / 1989775360%,163.0,881.0,26738688.0,0.0,05-09 06:57:36,
java / 24305664:24317072,java / 24248320:0,java / 95%,java / 1989775360%,163.0,881.0,23986176.0,110592.0,05-09 06:57:37,
java / 26423339:26432027,java / 26476544:0,java / 96%,java / 1990586368%,272.0,1440.0,26476544.0,0.0,05-09 06:57:38,
java / 25890816:25902968,java / 26083328:0,java / 95%,java / 1990586368%,163.0,881.0,26083328.0,8192.0,05-09 06:57:39,
java / 26218496:26233363,java / 25952256:0,java / 95%,java / 1990639616%,463.0,6635.0,26214400.0,0.0,05-09 06:57:40,
java / 28536875:28546555,java / 28835840:0,java / 96%,java / 1990639616%,272.0,1440.0,28573696.0,0.0,05-09 06:57:41,
java / 29188096:29206918,java / 28987392:0,java / 96%,java / 1990643712%,163.0,881.0,28987392.0,28672.0,05-09 06:57:42,
java / 25894912:25902968,java / 25972736:0,java / 93%,java / 1990643712%,163.0,881.0,25710592.0,0.0,05-09 06:57:43,
java / 19808306:19823615,java / 19005440:0,java / 97%,java / 1990643712%,272.0,1440.0,19267584.0,24576.0,05-09 06:57:44,
java / 14794888:14801741,java / 14929920:0,java / 94%,java / 1990643712%,278650.0,10887.0,14929920.0,0.0,05-09 06:57:45,
java / 26816635:26828631,java / 27250688:0,java / 94%,java / 1990643712%,10637.0,7407.0,27381760.0,0.0,05-09 06:57:46,
java / 23384107:23392393,java / 23592960:0,java / 97%,java / 1990742016%,404.0,1506.0,23199744.0,0.0,05-09 06:57:47,
java / 22126592:22136465,java / 22151168:0,java / 96%,java / 1990688768%,163.0,2149.0,22151168.0,98304.0,05-09 06:57:48,
java / 23379968:23391966,java / 23330816:8192,java / 95%,java / 1990688768%,163.0,799.0,23855104.0,61440.0,05-09 06:57:49,
java / 25096235:25110447,java / 25034752:8192,java / 95%,java / 1990688768%,572.0,7268.0,24772608.0,0.0,05-09 06:57:50,
java / 26750976:26761995,java / 27000832:0,java / 95%,java / 1990688768%,217.0,1257.0,26738688.0,0.0,05-09 06:57:51,
java / 27607040:27621022,java / 27394048:0,java / 94%,java / 1990688768%,163.0,881.0,27918336.0,0.0,05-09 06:57:52,
java / 27545643:27555370,java / 27525120:0,java / 96%,java / 1990688768%,272.0,1440.0,27525120.0,24576.0,05-09 06:57:53,
java / 27738112:27753180,java / 27566080:0,java / 95%,java / 1990688768%,163.0,881.0,27566080.0,16384.0,05-09 06:57:54,
java / 33026179:33039545,java / 33144832:0,java / 96%,java / 1990688768%,12841.0,7858092.0,32620544.0,0.0,05-09 06:57:55,
java / 23183539:23194201,java / 23314432:0,java / 93%,java / 1991041024%,350449.0,11501809.0,23314432.0,0.0,05-09 06:57:56,
java / 39571703:39582620,java / 40161280:4096,java / 93%,java / 1991041024%,30933.0,13533394.0,40685568.0,0.0,05-09 06:57:57,
java / 38305792:38325820,java / 38273024:0,java / 95%,java / 1991041024%,20041.0,14475390.0,38010880.0,0.0,05-09 06:57:58,
java / 30419917:30437142,java / 30187520:0,java / 93%,java / 1991041024%,12335.0,8384400.0,30187520.0,94208.0,05-09 06:57:59,
java / 24502272:24515309,java / 24240128:0,java / 95%,java / 1991041024%,619.0,8017.0,23977984.0,0.0,05-09 06:58:00,
java / 23515136:23524124,java / 23330816:0,java / 95%,java / 1991041024%,163.0,799.0,23592960.0,0.0,05-09 06:58:01,
java / 17807396:17823847,java / 16961536:0,java / 94%,java / 1991041024%,446.0,1466.0,16699392.0,0.0,05-09 06:58:02,
java / 24838396:24846818,java / 25509888:0,java / 94%,java / 1989844992%,21909.0,16059.0,25772032.0,0.0,05-09 06:58:03,
java / 24768512:24779625,java / 24903680:0,java / 95%,java / 1989844992%,13070.0,13628.0,24903680.0,0.0,05-09 06:58:04,
java / 26947627:26960659,java / 27000832:0,java / 95%,java / 1989844992%,272.0,1526.0,27000832.0,397312.0,05-09 06:58:05,
java / 27410432:27422785,java / 27287552:0,java / 96%,java / 1989844992%,163.0,881.0,27025408.0,0.0,05-09 06:58:06,
java / 27081711:27092390,java / 26738688:0,java / 95%,java / 1990488064%,163.0,799.0,27000832.0,0.0,05-09 06:58:07,
java / 12687168:0,java / 2088960:0,java / 94%,java / 1992183808%,272.0,1358.0,1863680.0,0.0,05-09 06:58:08,
java / 16777345:16784623,java / 17285120:0,java / 94%,java / 1997590528%,7616057.0,26780.0,17547264.0,364544.0,05-09 06:58:09,
java / 24581524:5558,java / 11796480:0,java / 95%,java / 2005970944%,12939573.0,26219.0,11796480.0,0.0,05-09 06:58:10,
java / 23127650:0,java / 11403264:0,java / 96%,java / 2005684224%,11640701.0,19532.0,11141120.0,81920.0,05-09 06:58:11,
java / 11689984:11695984,java / 11542528:0,java / 96%,java / 2016227328%,11346904.0,18125.0,11804672.0,0.0,05-09 06:58:12,
java / 12087296:12092457,java / 12058624:0,java / 89%,java / 2022985728%,11024971.0,17401.0,11796480.0,0.0,05-09 06:58:13,
java / 13015529:13022987,java / 12099584:0,java / 94%,java / 2036232192%,9217587.0,16613.0,12361728.0,8192.0,05-09 06:58:14,
java / 32895099:32907899,java / 33669120:0,java / 95%,java / 2047045632%,10678.0,7259.0,33406976.0,0.0,05-09 06:58:15,
java / 25563136:25572573,java / 25628672:0,java / 95%,java / 2055155712%,163.0,881.0,25628672.0,0.0,05-09 06:58:16,
java / 24449230:45562155,java / 0:45563904,java / 94%,java / 2080026624%,404.0,1506.0,24379392.0,57344.0,05-09 06:58:17,
java / 28133839:28149654,java / 27717632:0,java / 96%,java / 2089488384%,229.0,2215.0,27717632.0,0.0,05-09 06:58:18,
java / 68856914:5502804,java / 13357056:8192,java / 95%,java / 2147876864%,1522.0,1597.0,13094912.0,90112.0,05-09 06:58:19,
java / 33222822:33238721,java / 33521664:8192,java / 94%,java / 2153283584%,11153.0,13728.0,33783808.0,0.0,05-09 06:58:20,
java / 35405948:35418901,java / 35803136:0,java / 95%,java / 2158604288%,13165.0,8658420.0,35540992.0,0.0,05-09 06:58:21,
java / 34279424:34295001,java / 0:45563904,java / 94%,java / 2160783360%,18403.0,12145118.0,34471936.0,110592.0,05-09 06:58:22,
java / 31449200:31471532,java / 30957568:0,java / 95%,java / 2174844928%,17096.0,11188178.0,30695424.0,0.0,05-09 06:58:23,
java / 67099714:3601707,java / 14446592:8192,java / 97%,java / 2232156160%,17577.0,11639897.0,20066304.0,58970112.0,05-09 06:58:24,
java / 31302984:31319129,java / 31506432:0,java / 93%,java / 2245672960%,11045542.0,14149276.0,26148864.0,0.0,05-09 06:58:25,
java / 13738030:13744859,java / 13631488:8192,java / 96%,java / 2253778944%,13475932.0,18392.0,13369344.0,0.0,05-09 06:58:26,
java / 27290627:0,java / 13180928:0,java / 96%,java / 2258915328%,13942653.0,15409.0,13443072.0,0.0,05-09 06:58:27,
java / 24779625:48240322,java / 0:48242688,java / 96%,java / 2272968704%,13360541.0,14885.0,11534336.0,102400.0,05-09 06:58:28,
java / 70536076:5674993,java / 0:5697536,java / 91%,java / 2320547840%,12306242.0,14144.0,1789952.0,81727488.0,05-09 06:58:29,
java / 28140456:12760,java / 0:8192,java / 96%,java / 2332442624%,23349049.0,40067.0,0.0,0.0,05-09 06:58:30,
java / 26960232:0,java / 0:8192,java / 92%,java / 2339016704%,27122486.0,28819.0,0.0,0.0,05-09 06:58:31,
java / 28215733:0,java / 0:8192,java / 98%,java / 2346082304%,28687525.0,33386.0,0.0,0.0,05-09 06:58:32,
java / 26035126:48240319,java / 0:48246784,java / 97%,java / 2354466816%,25538010.0,27797.0,0.0,114688.0,05-09 06:58:33,
java / 24911783:8043189,java / 0:8040448,java / 95%,java / 2365280256%,25237116.0,28555.0,0.0,24555520.0,05-09 06:58:34,
java / 78382345:2933963,java / 0:2936832,java / 97%,java / 2403135488%,18077819.0,28590.0,0.0,0.0,05-09 06:58:35,
java / 26167298:123,java / 0:2936832,java / 95%,java / 2413678592%,27108486.0,36019.0,0.0,0.0,05-09 06:58:36,
java / 24911783:45252088,java / 0:45273088,java / 97%,java / 2413359104%,24789622.0,34597.0,0.0,58638336.0,05-09 06:58:37,
java / 25308257:5225414,java / 0:5226496,java / 97%,java / 2412310528%,25156227.0,33846.0,0.0,98304.0,05-09 06:58:38,
java / 25110020:5356334,java / 0:5357568,java / 97%,java / 2425556992%,25532398.0,33893.0,0.0,0.0,05-09 06:58:39,
java / 18370098:5370084,java / 0:5361664,java / 92%,java / 2433396736%,18343659.0,30953.0,0.0,0.0,05-09 06:58:40,
java / 75841312:705888,java / 0:716800,java / 86%,java / 2437992448%,12757953.0,25680.0,0.0,0.0,05-09 06:58:41,
java / 15264249:0,java / 0:716800,java / 50%,java / 2435334144%,15776225.0,21755.0,4096.0,29851648.0,05-09 06:58:42,
java / 13215800:45562115,java / 0:45568000,java / 50%,java / 2430083072%,13343748.0,18947.0,0.0,98304.0,05-09 06:58:43,
java / 18115658:5358887,java / 0:5357568,java / 75%,java / 2430095360%,18504526.0,30812.0,0.0,0.0,05-09 06:58:44,
java / 22995492:5364526,java / 0:5378048,java / 92%,java / 2430087168%,23494090.0,168382.0,278528.0,58896384.0,05-09 06:58:45,
java / 69264149:5686200,java / 0:5689344,java / 90%,java / 2433875968%,20463225.0,29815.0,0.0,0.0,05-09 06:58:46,
java / 37449559:7203,java / 0:12288,java / 97%,java / 2433875968%,24422404.0,43344.0,0.0,0.0,05-09 06:58:47,
java / 28149654:0,java / 0:12288,java / 98%,java / 2432131072%,28335199.0,39191.0,0.0,0.0,05-09 06:58:48,
java / 27819259:0,java / 0:4096,java / 96%,java / 2432139264%,27916890.0,38393.0,0.0,110592.0,05-09 06:58:49,
java / 27290763:5558,java / 0:4096,java / 96%,java / 2432139264%,27352257.0,44262.0,0.0,36012032.0,05-09 06:58:50,
java / 25836889:0,java / 0:4096,java / 97%,java / 2432139264%,26434953.0,34255.0,0.0,0.0,05-09 06:58:51,
java / 25110020:47233930,java / 0:47239168,java / 96%,java / 2437271552%,24940780.0,31223.0,0.0,0.0,05-09 06:58:52,
java / 27621022:5356334,java / 0:5357568,java / 96%,java / 2437271552%,27759235.0,35672.0,0.0,0.0,05-09 06:58:53,
java / 69379876:32556510,java / 0:32571392,java / 93%,java / 2437271552%,21061272.0,27753.0,0.0,14897152.0,05-09 06:58:54,
java / 30164251:22063331,java / 0:22073344,java / 88%,java / 2436833280%,19903257.0,323450.0,282624.0,40865792.0,05-09 06:58:55,
java / 26101205:5364526,java / 0:5365760,java / 98%,java / 2432106496%,25955028.0,34392.0,0.0,0.0,05-09 06:58:56,
java / 24250993:5356334,java / 0:5353472,java / 96%,java / 2432385024%,23307698.0,30707.0,0.0,0.0,05-09 06:58:57,
java / 78030504:1952681,java / 557056:1953792,java / 96%,java / 2438332416%,17751095.0,33599.0,557056.0,0.0,05-09 06:58:58,
java / 27488864:0,java / 557056:1953792,java / 95%,java / 2434142208%,27699466.0,38050.0,0.0,122880.0,05-09 06:58:59,
java / 20306624:8569,java / 278528:0,java / 80%,java / 2434142208%,19382777.0,138358.0,278528.0,29601792.0,05-09 06:59:00,
java / 15330328:0,java / 278528:0,java / 51%,java / 2434453504%,15808909.0,19451.0,0.0,0.0,05-09 06:59:01,
java / 12825190:497,java / 0:4096,java / 51%,java / 2434453504%,12889673.0,21174.0,0.0,0.0,05-09 06:59:02,
java / 11497746:0,java / 0:4096,java / 50%,java / 2434453504%,11514165.0,16769.0,0.0,0.0,05-09 06:59:03,
java / 12356773:0,java / 0:4096,java / 50%,java / 2434428928%,11334113.0,16199.0,0.0,0.0,05-09 06:59:04,
java / 12753247:43123059,java / 0:43122688,java / 50%,java / 2434428928%,13751153.0,19062.0,0.0,61440.0,05-09 06:59:05,
java / 48204154:3395420,java / 0:3399680,java / 51%,java / 2445246464%,741334.0,2566.0,0.0,0.0,05-09 06:59:06,
java / 20168:345,java / 0:4096,java / 1%,java / 2445246464%,229.0,4813.0,0.0,0.0,05-09 06:59:07,
java / 107351934:174270,java / 69632:32768,java / 69%,java / 2446598144%,354886.0,174226.0,69632.0,0.0,05-09 06:59:08,
java / 62384787:26335,java / 0:36864,java / 97%,java / 2446598144%,36908.0,23817.0,0.0,0.0,05-09 06:59:09,
java / 72723427:38391,java / 0:40960,java / 97%,java / 2446598144%,46733.0,36825.0,0.0,172032.0,05-09 06:59:10,
java / 60941272:26379,java / 0:36864,java / 96%,java / 2446598144%,37083.0,24411.0,0.0,0.0,05-09 06:59:11,
java / 44715:32486,java / 0:40960,java / 97%,java / 2438500352%,46084.0,29607.0,0.0,0.0,05-09 06:59:12,
java / 205044625:33877,java / 0:45056,java / 95%,java / 2437513216%,46505.0,29541.0,0.0,0.0,05-09 06:59:13,
java / 15130913:15133632,java / 16220160:0,java / 74%,java / 2435256320%,308603.0,167234.0,15802368.0,0.0,05-09 06:59:14,
java / 30511104:30528498,java / 30539776:0,java / 94%,java / 2426851328%,163.0,775.0,31064064.0,0.0,05-09 06:59:15,
java / 27348992:27356163,java / 27262976:0,java / 97%,java / 2426855424%,163.0,881.0,27262976.0,454656.0,05-09 06:59:16,
java / 26877995:26895123,java / 26869760:0,java / 95%,java / 2426863616%,404.0,1506.0,27394048.0,0.0,05-09 06:59:17,
java / 25628672:25638652,java / 25559040:0,java / 94%,java / 2426867712%,163.0,2149.0,25559040.0,0.0,05-09 06:59:18,
java / 25624576:25638652,java / 25690112:0,java / 96%,java / 2426880000%,163.0,881.0,25690112.0,0.0,05-09 06:59:19,
java / 26222635:26233790,java / 26214400:0,java / 95%,java / 2440667136%,572.0,7690.0,26214400.0,0.0,05-09 06:59:20,
java / 22917120:22929413,java / 22937600:0,java / 92%,java / 2440667136%,163.0,881.0,22413312.0,12288.0,05-09 06:59:21,
java / 24043520:24052756,java / 24248320:0,java / 92%,java / 1831546880%,163.0,947.0,24248320.0,0.0,05-09 06:59:22,
java / 24039467:24053183,java / 23633920:0,java / 96%,java / 1831542784%,326.0,2078.0,23896064.0,0.0,05-09 06:59:23,
java / 21925895:21937716,java / 21364736:0,java / 96%,java / 1831542784%,229.0,1013.0,21102592.0,0.0,05-09 06:59:24,
java / 30982527:30992395,java / 31686656:20480,java / 94%,java / 1831542784%,288595.0,120419.0,31948800.0,73728.0,05-09 06:59:25,
java / 25296939:25308684,java / 25296896:0,java / 94%,java / 1831546880%,272.0,1448.0,25559040.0,102400.0,05-09 06:59:26,
java / 25362432:25374336,java / 25165824:0,java / 96%,java / 1831546880%,163.0,881.0,24903680.0,0.0,05-09 06:59:27,
java / 24305664:24317072,java / 24641536:0,java / 95%,java / 1831542784%,163.0,881.0,24641536.0,0.0,05-09 06:59:28,
java / 24969259:24978289,java / 25034752:0,java / 97%,java / 1831542784%,272.0,1440.0,24772608.0,0.0,05-09 06:59:29,
java / 24698880:24713546,java / 24248320:0,java / 96%,java / 1831546880%,463.0,7131.0,24772608.0,552960.0,05-09 06:59:30,
