"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster7-worker7-0",,,,"User:","ubuntu"
"Cmdline:","dstat --io --top-bio --cpu --mem --net --disk --output /home/ubuntu/Cloud/OpenStack/resourceUsage/RFBot-compress.csv -t 1",,,,"Date:","05 Sep 2019 11:09:03 UTC"

"io/total",,"most expensive","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"system"
"read","writ","block i/o process","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","time"
0.0,0.0,java / 0:9379840,48.744,2.010,49.246,0.0,0.0,0.0,3114024960.0,2007040.0,879075328.0,148217856.0,13165961.0,15795.0,0.0,118784.0,05-09 11:24:44,
0.0,2.0,java / 0:1576960,50.500,1.500,47.500,0.500,0.0,0.0,3113656320.0,2007040.0,880648192.0,147013632.0,14402019.0,16513.0,0.0,4096.0,05-09 11:24:45,
0.0,0.0,java / 0:98304,50.505,1.515,47.980,0.0,0.0,0.0,3113701376.0,2007040.0,880709632.0,146907136.0,14301490.0,23788.0,0.0,0.0,05-09 11:24:46,
0.0,0.0,java / 0:98304,49.749,1.005,49.246,0.0,0.0,0.0,3113668608.0,2007040.0,880709632.0,146939904.0,14584659.0,22905.0,0.0,0.0,05-09 11:24:47,
0.0,1.0,java / 0:98304,50.249,0.995,48.259,0.0,0.0,0.498,3114094592.0,2007040.0,880709632.0,146513920.0,14648500.0,197600.0,0.0,8192.0,05-09 11:24:48,
0.0,0.0,java / 0:4177920,49.254,1.493,49.254,0.0,0.0,0.0,3113979904.0,2007040.0,884838400.0,142499840.0,14132155.0,165287.0,0.0,0.0,05-09 11:24:49,
0.0,2.0,java / 0:901120,50.254,0.0,48.731,0.508,0.0,0.508,3114356736.0,2015232.0,885780480.0,141172736.0,13769124.0,22099.0,0.0,90112.0,05-09 11:24:50,
0.0,0.0,java / 0:901120,50.500,0.500,49.0,0.0,0.0,0.0,3114385408.0,2015232.0,885784576.0,141139968.0,16292144.0,19467.0,0.0,0.0,05-09 11:24:51,
0.0,0.0,java / 0:901120,51.759,0.503,47.739,0.0,0.0,0.0,3114479616.0,2015232.0,885788672.0,141041664.0,15105917.0,18902.0,0.0,0.0,05-09 11:24:52,
0.0,10.0,java / 0:901120,50.500,0.500,49.0,0.0,0.0,0.0,3113922560.0,2015232.0,885788672.0,141598720.0,14461132.0,17509.0,0.0,7794688.0,05-09 11:24:53,
0.0,0.0,java / 0:4538368,50.0,0.505,48.990,0.0,0.0,0.505,3113369600.0,2015232.0,890335232.0,137605120.0,14625047.0,17349.0,0.0,0.0,05-09 11:24:54,
0.0,2.0,java / 0:487424,21.608,1.005,77.387,0.0,0.0,0.0,3112181760.0,2023424.0,890810368.0,138309632.0,4243739.0,11203.0,0.0,86016.0,05-09 11:24:55,
0.0,0.0,java / 0:487424,0.498,0.498,99.005,0.0,0.0,0.0,3112275968.0,2023424.0,890810368.0,138215424.0,163.0,897.0,0.0,0.0,05-09 11:24:56,
0.0,0.0,java / 0:487424,0.505,0.0,99.495,0.0,0.0,0.0,3112275968.0,2023424.0,890810368.0,138215424.0,463.0,1451.0,0.0,0.0,05-09 11:24:57,
0.0,13.0,java / 0:487424,0.498,0.498,99.005,0.0,0.0,0.0,3112243200.0,2023424.0,890810368.0,138248192.0,338.0,1556.0,0.0,12058624.0,05-09 11:24:58,
0.0,0.0,java / 0:487424,0.0,0.503,99.497,0.0,0.0,0.0,3112226816.0,2023424.0,890810368.0,138264576.0,163.0,873.0,0.0,0.0,05-09 11:24:59,
0.0,3.0,java / 0:487424,0.995,0.498,98.010,0.498,0.0,0.0,3112226816.0,2031616.0,890802176.0,138264576.0,271.0,1039.0,0.0,81920.0,05-09 11:25:00,
0.0,0.0,java / 0:487424,0.0,0.0,100.0,0.0,0.0,0.0,3112169472.0,2031616.0,890810368.0,138313728.0,272.0,1432.0,0.0,0.0,05-09 11:25:01,
0.0,0.0,java / 0:487424,0.0,0.503,99.497,0.0,0.0,0.0,3112169472.0,2031616.0,890810368.0,138313728.0,295.0,931.0,0.0,0.0,05-09 11:25:02,
32.0,43.0,java / 131072:0,4.878,0.976,93.171,0.976,0.0,0.0,3112456192.0,2031616.0,890851328.0,137986048.0,39961.0,11235.0,131072.0,233472.0,05-09 11:25:03,
0.0,0.0,java / 0:4096,50.0,0.0,49.490,0.0,0.0,0.510,3112230912.0,2031616.0,890945536.0,138117120.0,27539.0,15848.0,0.0,0.0,05-09 11:25:04,
0.0,0.0,java / 0:4096,50.500,1.0,48.0,0.0,0.0,0.500,3112099840.0,2031616.0,890945536.0,138248192.0,36742.0,22360.0,0.0,0.0,05-09 11:25:05,
5.0,2.0,java / 20480:4096,46.734,4.523,47.739,1.005,0.0,0.0,3118354432.0,2039808.0,890966016.0,131964928.0,27498.0,16960.0,20480.0,86016.0,05-09 11:25:06,
1.0,0.0,java / 4096:0,53.030,3.030,43.434,0.0,0.0,0.505,3123425280.0,2043904.0,886968320.0,130887680.0,36985.0,30013.0,4096.0,0.0,05-09 11:25:07,
1.0,18.0,java / 4096:24576,48.500,3.0,47.500,0.0,0.0,1.0,3123359744.0,2043904.0,886968320.0,130953216.0,18343.0,11627.0,4096.0,10752000.0,05-09 11:25:08,
2.0,0.0,java / 8192:4096,49.246,2.010,47.739,0.0,0.0,1.005,3123245056.0,2043904.0,886984704.0,131051520.0,45617.0,29429.0,8192.0,0.0,05-09 11:25:09,
0.0,0.0,java / 0:4096,51.0,3.0,46.0,0.0,0.0,0.0,3117465600.0,2043904.0,886988800.0,136826880.0,37006.0,21923.0,0.0,0.0,05-09 11:25:10,
0.0,3.0,java / 0:4096,51.741,0.995,45.771,1.493,0.0,0.0,3117453312.0,2052096.0,886988800.0,136830976.0,57923.0,20349.0,0.0,368640.0,05-09 11:25:11,
0.0,0.0,java / 0:466944,53.571,0.0,46.429,0.0,0.0,0.0,3117334528.0,2052096.0,887042048.0,136896512.0,36977.0,21401.0,0.0,0.0,05-09 11:25:12,
0.0,0.0,java / 0:425984,51.741,0.995,47.264,0.0,0.0,0.0,3113869312.0,2052096.0,887107584.0,140296192.0,37021.0,23689.0,0.0,0.0,05-09 11:25:13,
0.0,0.0,java / 0:225280,50.251,2.513,47.236,0.0,0.0,0.0,3114012672.0,2052096.0,887160832.0,140099584.0,18605.0,11987.0,0.0,0.0,05-09 11:25:14,
0.0,0.0,java / 0:344064,58.586,1.515,39.394,0.0,0.0,0.505,3103887360.0,2052096.0,887193600.0,150192128.0,27726.0,17536.0,0.0,0.0,05-09 11:25:15,
0.0,3.0,java / 0:233472,51.777,3.553,43.655,1.015,0.0,0.0,3103703040.0,2060288.0,887246848.0,150315008.0,18648.0,12546.0,0.0,348160.0,05-09 11:25:16,
0.0,0.0,java / 0:339968,77.114,3.483,18.905,0.0,0.0,0.498,3111985152.0,2060288.0,887279616.0,142000128.0,28229.0,22987.0,0.0,0.0,05-09 11:25:17,
0.0,14.0,java / 0:520192,68.182,3.535,27.778,0.0,0.0,0.505,3122274304.0,2060288.0,887345152.0,131645440.0,46383.0,28191.0,0.0,11038720.0,05-09 11:25:18,
0.0,0.0,java / 0:331776,53.266,2.513,43.719,0.0,0.0,0.503,3124318208.0,2060288.0,887394304.0,129552384.0,28222.0,18103.0,0.0,0.0,05-09 11:25:19,
0.0,0.0,java / 0:118784,68.500,3.0,28.500,0.0,0.0,0.0,3124371456.0,2060288.0,887427072.0,129466368.0,409258.0,336169.0,0.0,0.0,05-09 11:25:20,
0.0,2.0,java / 0:26664960,53.500,3.0,43.0,0.500,0.0,0.0,3120422912.0,2056192.0,873832448.0,147013632.0,3606.0,4453.0,0.0,364544.0,05-09 11:25:21,
1.0,0.0,java / 0:6225920,52.764,1.005,45.729,0.0,0.0,0.503,3119529984.0,2060288.0,880070656.0,141664256.0,9719.0,7679.0,4096.0,0.0,05-09 11:25:22,
0.0,5.0,java / 0:5799936,62.0,3.0,35.0,0.0,0.0,0.0,3145916416.0,2035712.0,848347136.0,147025920.0,429.0,1324.0,0.0,5066752.0,05-09 11:25:23,
0.0,0.0,java / 0:11628544,66.834,1.005,31.658,0.0,0.0,0.503,3146268672.0,2035712.0,859873280.0,135147520.0,695.0,1751.0,0.0,0.0,05-09 11:25:24,
0.0,0.0,java / 0:11661312,51.0,2.500,46.500,0.0,0.0,0.0,3146493952.0,2035712.0,871534592.0,123260928.0,10051.0,8098.0,0.0,0.0,05-09 11:25:25,
0.0,2.0,java / 0:10424320,56.061,1.010,42.929,0.0,0.0,0.0,3139063808.0,2043904.0,881958912.0,120258560.0,695.0,1743.0,0.0,118784.0,05-09 11:25:26,
0.0,0.0,java / 0:5558272,63.131,1.515,35.354,0.0,0.0,0.0,3139289088.0,2043904.0,887517184.0,114475008.0,10242.0,11300.0,0.0,0.0,05-09 11:25:27,
1.0,62.0,java / 0:11370496,73.980,3.061,22.449,0.0,0.0,0.510,3139379200.0,2023424.0,862867456.0,139055104.0,846.0,2364.0,4096.0,14364672.0,05-09 11:25:28,
0.0,85.0,java / 0:1896448,48.588,0.565,50.847,0.0,0.0,0.0,3139133440.0,2023424.0,864862208.0,137306112.0,695.0,1759.0,0.0,77762560.0,05-09 11:25:29,
0.0,0.0,java / 0:13762560,51.741,2.488,45.771,0.0,0.0,0.0,3139465216.0,2023424.0,878624768.0,123211776.0,9876.0,7547.0,0.0,0.0,05-09 11:25:30,
0.0,5.0,java / 0:12288,58.291,1.005,40.704,0.0,0.0,0.0,3121471488.0,2031616.0,878637056.0,141185024.0,1070.0,2739.0,0.0,188416.0,05-09 11:25:31,
0.0,0.0,java / 0:14024704,49.749,2.513,47.739,0.0,0.0,0.0,3121860608.0,2031616.0,892690432.0,126742528.0,10008.0,8947.0,0.0,0.0,05-09 11:25:32,
0.0,0.0,java / 0:14024704,82.0,0.500,17.500,0.0,0.0,0.0,3121991680.0,2031616.0,892661760.0,126640128.0,217.0,1599.0,0.0,0.0,05-09 11:25:33,
0.0,0.0,java / 0:4096,58.500,0.0,41.0,0.0,0.0,0.500,3121856512.0,2031616.0,892661760.0,126775296.0,804.0,2278.0,0.0,0.0,05-09 11:25:34,
0.0,0.0,java / 0:13758464,52.261,2.010,45.729,0.0,0.0,0.0,3122397184.0,2031616.0,906350592.0,112545792.0,9876.0,7539.0,0.0,0.0,05-09 11:25:35,
0.0,0.0,java / 0:13758464,56.784,0.503,42.211,0.0,0.0,0.503,3122294784.0,2031616.0,906420224.0,112578560.0,695.0,1743.0,0.0,0.0,05-09 11:25:36,
0.0,2.0,java / 0:11218944,54.271,2.513,42.211,0.503,0.0,0.503,3122565120.0,2019328.0,884482048.0,134258688.0,10020.0,11399.0,0.0,90112.0,05-09 11:25:37,
0.0,0.0,java / 0:1826816,85.075,0.995,13.930,0.0,0.0,0.0,3122544640.0,2019328.0,886239232.0,132521984.0,429.0,1324.0,0.0,0.0,05-09 11:25:38,
0.0,0.0,java / 0:4096,58.081,0.0,41.919,0.0,0.0,0.0,3122544640.0,2019328.0,886239232.0,132521984.0,695.0,1744.0,0.0,0.0,05-09 11:25:39,
0.0,0.0,java / 0:10985472,51.500,3.0,44.500,0.0,0.0,1.0,3122036736.0,2019328.0,897101824.0,122167296.0,9719.0,7671.0,0.0,0.0,05-09 11:25:40,
0.0,0.0,java / 0:1622016,54.0,0.500,45.500,0.0,0.0,0.0,3121905664.0,2019328.0,898850816.0,120549376.0,695.0,1743.0,0.0,0.0,05-09 11:25:41,
0.0,2.0,java / 0:5169152,54.271,1.005,43.719,0.503,0.0,0.503,3122192384.0,2027520.0,904032256.0,115073024.0,9877.0,7540.0,0.0,81920.0,05-09 11:25:42,
0.0,0.0,java / 0:4718592,81.407,1.508,16.583,0.0,0.0,0.503,3123466240.0,1998848.0,877445120.0,140414976.0,272.0,1456.0,0.0,0.0,05-09 11:25:43,
0.0,0.0,java / 0:3305472,58.500,1.0,40.500,0.0,0.0,0.0,3123392512.0,1998848.0,880750592.0,137183232.0,695.0,1743.0,0.0,0.0,05-09 11:25:44,
0.0,35.0,java / 0:2826240,54.229,1.493,43.781,0.0,0.0,0.498,3122659328.0,1998848.0,883482624.0,135184384.0,9877.0,7540.0,0.0,5148672.0,05-09 11:25:45,
1.0,110.0,java / 0:10133504,55.556,4.040,37.374,3.030,0.0,0.0,3144818688.0,1941504.0,835796992.0,160768000.0,538.0,1793.0,4096.0,84324352.0,05-09 11:25:46,
0.0,4.0,java / 0:4096,82.0,0.0,17.0,1.0,0.0,0.0,3144814592.0,1949696.0,835792896.0,160768000.0,861.0,5151.0,0.0,151552.0,05-09 11:25:47,
0.0,0.0,java / 0:4042752,54.545,0.505,44.949,0.0,0.0,0.0,3142967296.0,1949696.0,839843840.0,158564352.0,9877.0,8816.0,0.0,0.0,05-09 11:25:48,
0.0,0.0,java / 0:8687616,54.0,2.0,44.0,0.0,0.0,0.0,3142402048.0,1949696.0,848527360.0,150446080.0,804.0,2304.0,0.0,0.0,05-09 11:25:49,
0.0,0.0,java / 0:8687616,72.0,0.500,27.500,0.0,0.0,0.0,3127164928.0,1949696.0,848527360.0,165683200.0,429.0,1317.0,0.0,0.0,05-09 11:25:50,
0.0,0.0,java / 0:9191424,61.421,1.523,37.056,0.0,0.0,0.0,3122155520.0,1949696.0,857628672.0,161591296.0,9610.0,7088.0,0.0,0.0,05-09 11:25:51,
0.0,0.0,java / 0:4640768,54.229,2.488,43.284,0.0,0.0,0.0,3131854848.0,1949696.0,862359552.0,147161088.0,804.0,2304.0,0.0,0.0,05-09 11:25:52,
0.0,2.0,java / 0:3133440,57.0,2.0,40.0,1.0,0.0,0.0,3132166144.0,1957888.0,865419264.0,143781888.0,9877.0,7540.0,0.0,73728.0,05-09 11:25:53,
0.0,0.0,java / 0:9605120,66.0,2.500,31.500,0.0,0.0,0.0,3132383232.0,1957888.0,875098112.0,133885952.0,429.0,1325.0,0.0,0.0,05-09 11:25:54,
0.0,0.0,java / 0:9605120,67.347,0.510,31.633,0.0,0.0,0.510,3122106368.0,1957888.0,875098112.0,144162816.0,538.0,1942.0,0.0,0.0,05-09 11:25:55,
0.0,0.0,java / 0:1630208,56.500,1.500,42.0,0.0,0.0,0.0,3122073600.0,1957888.0,876765184.0,142528512.0,9973.0,8276.0,0.0,0.0,05-09 11:25:56,
0.0,0.0,java / 0:11489280,59.799,1.005,39.196,0.0,0.0,0.0,3122589696.0,1957888.0,888217600.0,130560000.0,729.0,5069.0,0.0,0.0,05-09 11:25:57,
0.0,2.0,java / 0:11489280,70.352,1.005,27.638,0.503,0.0,0.503,3122524160.0,1966080.0,888217600.0,130617344.0,804.0,2304.0,0.0,69632.0,05-09 11:25:58,
0.0,0.0,java / 0:11489280,79.798,0.0,19.192,0.0,0.0,1.010,3122524160.0,1966080.0,888217600.0,130617344.0,163.0,873.0,0.0,0.0,05-09 11:25:59,
0.0,0.0,java / 0:13561856,50.495,2.970,46.535,0.0,0.0,0.0,3122778112.0,1966080.0,901795840.0,116785152.0,9877.0,7516.0,0.0,0.0,05-09 11:26:00,
0.0,0.0,java / 0:13561856,59.799,0.503,39.196,0.0,0.0,0.503,3122667520.0,1966080.0,901779456.0,116912128.0,804.0,2304.0,0.0,0.0,05-09 11:26:01,
1.0,0.0,java / 0:11075584,52.764,4.020,43.216,0.0,0.0,0.0,3123318784.0,1953792.0,884703232.0,133349376.0,11272.0,7310.0,4096.0,77824.0,05-09 11:26:02,
1.0,171.0,java / 0:2772992,75.124,2.488,19.900,1.990,0.0,0.498,3123200000.0,1957888.0,887566336.0,130600960.0,429.0,2593.0,4096.0,75206656.0,05-09 11:26:03,
0.0,0.0,java / 0:4096,62.0,0.500,37.0,0.0,0.0,0.500,3120746496.0,1957888.0,887566336.0,133054464.0,538.0,1892.0,0.0,0.0,05-09 11:26:04,
0.0,0.0,java / 0:28672,56.784,2.010,41.206,0.0,0.0,0.0,3120738304.0,1957888.0,887595008.0,133033984.0,10148.0,7968.0,0.0,0.0,05-09 11:26:05,
0.0,0.0,java / 0:6311936,59.296,1.005,39.698,0.0,0.0,0.0,3119853568.0,1957888.0,893829120.0,127684608.0,9877.0,7540.0,0.0,0.0,05-09 11:26:06,
0.0,0.0,java / 0:7516160,68.159,0.995,30.348,0.0,0.0,0.498,3114938368.0,1957888.0,901423104.0,125005824.0,838.0,5628.0,0.0,0.0,05-09 11:26:07,
0.0,32.0,java / 0:65536,66.0,1.500,32.500,0.0,0.0,0.0,3115008000.0,1966080.0,901423104.0,124928000.0,9877.0,7540.0,0.0,13959168.0,05-09 11:26:08,
0.0,0.0,java / 0:13172736,52.764,2.010,45.226,0.0,0.0,0.0,3115126784.0,1966080.0,914661376.0,111570944.0,429.0,1325.0,0.0,0.0,05-09 11:26:09,
0.0,0.0,java / 0:13185024,52.736,2.985,44.279,0.0,0.0,0.0,3123888128.0,1949696.0,901337088.0,116150272.0,10252.0,8527.0,0.0,0.0,05-09 11:26:10,
0.0,0.0,java / 0:24576,57.286,1.005,41.709,0.0,0.0,0.0,3123924992.0,1949696.0,901435392.0,116015104.0,10209.0,7968.0,0.0,0.0,05-09 11:26:11,
0.0,0.0,java / 0:24576,69.0,0.0,31.0,0.0,0.0,0.0,3123810304.0,1949696.0,901484544.0,116080640.0,9706.0,5315.0,0.0,0.0,05-09 11:26:12,
0.0,2.0,java / 0:14204928,61.692,2.985,34.826,0.0,0.0,0.498,3125125120.0,1941504.0,882671616.0,133586944.0,616.0,3739.0,0.0,135168.0,05-09 11:26:13,
0.0,0.0,java / 0:14204928,58.081,0.0,41.919,0.0,0.0,0.0,3125227520.0,1941504.0,882589696.0,133566464.0,961.0,2115.0,0.0,0.0,05-09 11:26:14,
0.0,0.0,java / 0:9760768,52.500,2.500,45.0,0.0,0.0,0.0,3124531200.0,1941504.0,892264448.0,124588032.0,9984.0,7516.0,0.0,0.0,05-09 11:26:15,
0.0,0.0,java / 0:9760768,70.149,0.995,28.358,0.0,0.0,0.498,3124412416.0,1941504.0,892350464.0,124620800.0,538.0,1876.0,0.0,0.0,05-09 11:26:16,
0.0,0.0,java / 0:9760768,73.604,0.0,25.381,0.0,0.0,1.015,3124408320.0,1941504.0,892354560.0,124620800.0,861.0,5111.0,0.0,0.0,05-09 11:26:17,
0.0,2.0,java / 0:13316096,51.0,2.500,45.0,1.500,0.0,0.0,3124854784.0,1949696.0,905613312.0,110907392.0,10249.0,9278.0,0.0,90112.0,05-09 11:26:18,
0.0,0.0,java / 0:4096,57.286,1.005,41.206,0.0,0.0,0.503,3124793344.0,1949696.0,905674752.0,110907392.0,1124.0,3450.0,0.0,0.0,05-09 11:26:19,
0.0,70.0,java / 0:12673024,53.886,3.109,43.005,0.0,0.0,0.0,3126198272.0,1929216.0,882016256.0,133181440.0,10316.0,7968.0,0.0,88576000.0,05-09 11:26:20,
0.0,91.0,java / 0:4096,82.234,0.0,17.766,0.0,0.0,0.0,3126157312.0,1929216.0,881975296.0,133263360.0,163.0,897.0,0.0,0.0,05-09 11:26:21,
0.0,0.0,java / 0:4096,58.706,0.498,40.796,0.0,0.0,0.0,3107483648.0,1929216.0,881975296.0,151937024.0,804.0,2312.0,0.0,0.0,05-09 11:26:22,
0.0,5.0,java / 0:12517376,54.0,2.0,39.0,5.0,0.0,0.0,3106525184.0,1937408.0,894488576.0,140374016.0,9984.0,7540.0,0.0,184320.0,05-09 11:26:23,
0.0,0.0,java / 0:12517376,60.0,0.500,39.0,0.0,0.0,0.500,3113762816.0,1937408.0,894488576.0,133136384.0,1003.0,2223.0,0.0,0.0,05-09 11:26:24,
0.0,0.0,java / 0:24576,11.111,0.0,88.889,0.0,0.0,0.0,3113902080.0,1937408.0,894513152.0,132972544.0,338.0,5356.0,0.0,0.0,05-09 11:26:25,
0.0,0.0,java / 0:20480,77.114,1.493,20.896,0.0,0.0,0.498,3113971712.0,1937408.0,894533632.0,132882432.0,802943.0,572135.0,0.0,0.0,05-09 11:26:26,
0.0,0.0,java / 0:20480,56.853,0.508,42.640,0.0,0.0,0.0,3113938944.0,1937408.0,894533632.0,132915200.0,3019.0,6473.0,0.0,0.0,05-09 11:26:27,
0.0,2.0,java / 0:45056,55.276,1.005,43.719,0.0,0.0,0.0,3114086400.0,1945600.0,894574592.0,132718592.0,9773.0,7584.0,0.0,98304.0,05-09 11:26:28,
0.0,0.0,java / 0:40960,57.789,1.005,41.206,0.0,0.0,0.0,3114209280.0,1945600.0,894578688.0,132591616.0,9398.0,4961.0,0.0,0.0,05-09 11:26:29,
0.0,0.0,java / 0:40960,50.500,1.0,48.500,0.0,0.0,0.0,3114135552.0,1945600.0,894619648.0,132624384.0,429.0,2985.0,0.0,0.0,05-09 11:26:30,
0.0,0.0,java / 0:40960,88.442,0.503,11.055,0.0,0.0,0.0,3114094592.0,1945600.0,894660608.0,132624384.0,9441.0,7156.0,0.0,0.0,05-09 11:26:31,
0.0,0.0,java / 0:40960,61.194,0.995,37.811,0.0,0.0,0.0,3114061824.0,1945600.0,894660608.0,132657152.0,561.0,1383.0,0.0,0.0,05-09 11:26:32,
0.0,2.0,java / 0:40960,53.500,0.500,45.0,1.0,0.0,0.0,3114147840.0,1953792.0,894693376.0,132530176.0,9332.0,7865.0,0.0,106496.0,05-09 11:26:33,
0.0,0.0,java / 0:40960,57.576,2.525,39.899,0.0,0.0,0.0,3122446336.0,1953792.0,894742528.0,124182528.0,9507.0,7188.0,0.0,0.0,05-09 11:26:34,
0.0,0.0,java / 0:40960,52.239,0.995,46.269,0.0,0.0,0.498,3122446336.0,1953792.0,894742528.0,124182528.0,9332.0,4953.0,0.0,0.0,05-09 11:26:35,
0.0,0.0,java / 0:4096,55.0,1.500,43.500,0.0,0.0,0.0,3122368512.0,1953792.0,894787584.0,124215296.0,163.0,2557.0,0.0,0.0,05-09 11:26:36,
0.0,0.0,java / 0:40960,52.020,1.010,46.970,0.0,0.0,0.0,3115749376.0,1953792.0,894828544.0,130793472.0,9742.0,10932.0,0.0,0.0,05-09 11:26:37,
0.0,0.0,java / 0:40960,54.500,2.0,43.500,0.0,0.0,0.0,3115778048.0,1953792.0,894869504.0,130723840.0,9332.0,6621.0,0.0,0.0,05-09 11:26:38,
0.0,2.0,java / 0:40960,49.749,0.503,49.749,0.0,0.0,0.0,3115737088.0,1961984.0,894910464.0,130715648.0,9333.0,6621.0,0.0,94208.0,05-09 11:26:39,
0.0,0.0,java / 0:40960,53.0,1.0,46.0,0.0,0.0,0.0,3115868160.0,1961984.0,894910464.0,130584576.0,9442.0,5520.0,0.0,0.0,05-09 11:26:40,
0.0,0.0,java / 0:40960,53.769,0.503,45.729,0.0,0.0,0.0,3116113920.0,1961984.0,894951424.0,130297856.0,9333.0,8355.0,0.0,0.0,05-09 11:26:41,
0.0,0.0,java / 0:40960,53.731,1.493,44.776,0.0,0.0,0.0,3115913216.0,1961984.0,894992384.0,130457600.0,217.0,1599.0,0.0,0.0,05-09 11:26:42,
0.0,0.0,java / 0:45056,47.739,3.015,49.246,0.0,0.0,0.0,3115868160.0,1961984.0,895037440.0,130457600.0,9507.0,7156.0,0.0,0.0,05-09 11:26:43,
0.0,2.0,java / 0:40960,54.500,1.0,44.500,0.0,0.0,0.0,3115794432.0,1974272.0,895066112.0,130490368.0,9399.0,6621.0,0.0,155648.0,05-09 11:26:44,
0.0,0.0,java / 0:40960,49.751,0.498,49.751,0.0,0.0,0.0,3115868160.0,1974272.0,895119360.0,130363392.0,9333.0,6629.0,0.0,0.0,05-09 11:26:45,
0.0,0.0,java / 0:40960,52.020,1.010,46.970,0.0,0.0,0.0,3115868160.0,1974272.0,895119360.0,130363392.0,9442.0,5512.0,0.0,0.0,05-09 11:26:46,
0.0,0.0,java / 0:40960,53.266,0.503,46.231,0.0,0.0,0.0,3115790336.0,1974272.0,895164416.0,130396160.0,595.0,6375.0,0.0,0.0,05-09 11:26:47,
0.0,0.0,java / 0:40960,53.266,0.503,45.729,0.0,0.0,0.503,3115716608.0,1974272.0,895205376.0,130428928.0,9398.0,7865.0,0.0,0.0,05-09 11:26:48,
0.0,0.0,java / 0:40960,51.256,2.010,46.734,0.0,0.0,0.0,3115675648.0,1974272.0,895246336.0,130428928.0,9513.0,7180.0,0.0,0.0,05-09 11:26:49,
0.0,11.0,java / 0:98304,52.736,0.995,45.274,0.995,0.0,0.0,3115712512.0,1982464.0,895295488.0,130334720.0,18503.0,10685.0,0.0,1998848.0,05-09 11:26:50,
0.0,0.0,java / 0:49152,50.754,3.015,46.231,0.0,0.0,0.0,3115597824.0,1982464.0,895377408.0,130367488.0,9333.0,8254.0,0.0,0.0,05-09 11:26:51,
0.0,0.0,java / 0:86016,54.0,1.0,44.500,0.0,0.0,0.500,3115880448.0,1982464.0,895418368.0,130043904.0,18761.0,11286.0,0.0,0.0,05-09 11:26:52,
0.0,0.0,java / 0:40960,57.286,0.503,42.211,0.0,0.0,0.0,3115806720.0,1982464.0,895459328.0,130076672.0,9440.0,6621.0,0.0,0.0,05-09 11:26:53,
0.0,0.0,java / 0:40960,52.0,0.500,47.500,0.0,0.0,0.0,3115692032.0,1982464.0,895541248.0,130109440.0,9505.0,8246.0,0.0,0.0,05-09 11:26:54,
0.0,63.0,java / 0:86016,52.764,0.503,46.231,0.503,0.0,0.0,3115692032.0,1990656.0,895627264.0,130015232.0,18892.0,13234.0,0.0,12951552.0,05-09 11:26:55,
0.0,0.0,java / 0:57344,57.500,2.0,40.0,0.0,0.0,0.500,3115905024.0,1990656.0,895680512.0,129748992.0,886023.0,882138.0,0.0,0.0,05-09 11:26:56,
0.0,0.0,java / 0:65536,51.256,0.503,48.241,0.0,0.0,0.0,3115814912.0,1990656.0,895746048.0,129773568.0,9698.0,10373.0,0.0,0.0,05-09 11:26:57,
0.0,0.0,java / 0:65536,53.535,1.010,45.455,0.0,0.0,0.0,3115749376.0,1990656.0,895811584.0,129773568.0,9441.0,7180.0,0.0,0.0,05-09 11:26:58,
35.0,5.0,java / 0:65536,52.500,1.500,43.500,2.500,0.0,0.0,3116269568.0,2007040.0,896258048.0,128790528.0,9730.0,6963.0,389120.0,180224.0,05-09 11:26:59,
0.0,2.0,java / 0:65536,52.500,1.500,46.0,0.0,0.0,0.0,3116204032.0,2007040.0,896323584.0,128790528.0,9332.0,6637.0,0.0,81920.0,05-09 11:27:00,
0.0,0.0,java / 0:65536,53.769,0.503,45.729,0.0,0.0,0.0,3116171264.0,2007040.0,896323584.0,128823296.0,9441.0,5520.0,0.0,0.0,05-09 11:27:01,
0.0,0.0,java / 0:65536,53.500,1.0,45.500,0.0,0.0,0.0,3116105728.0,2007040.0,896389120.0,128823296.0,295.0,2623.0,0.0,0.0,05-09 11:27:02,
0.0,0.0,java / 0:65536,89.268,0.488,9.268,0.0,0.0,0.976,3116134400.0,2007040.0,896454656.0,128729088.0,9332.0,7865.0,0.0,0.0,05-09 11:27:03,
0.0,2.0,java / 0:4096,61.340,0.515,37.113,0.0,0.0,1.031,3116122112.0,2015232.0,896458752.0,128729088.0,314.0,1556.0,0.0,94208.0,05-09 11:27:04,
0.0,4.0,java / 0:65536,48.744,1.508,49.749,0.0,0.0,0.0,3116056576.0,2015232.0,896524288.0,128729088.0,9387.0,7339.0,0.0,163840.0,05-09 11:27:05,
0.0,0.0,java / 0:65536,50.500,1.0,48.500,0.0,0.0,0.0,3116150784.0,2015232.0,896524288.0,128634880.0,9398.0,4961.0,0.0,0.0,05-09 11:27:06,
0.0,0.0,java / 0:65536,50.0,1.010,48.485,0.0,0.0,0.505,3116085248.0,2015232.0,896589824.0,128634880.0,572.0,6868.0,0.0,0.0,05-09 11:27:07,
