Dstat 0.7.0 CSV output,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,
2019/9/10 23:58,0.251,0.251,99.248,0.251,0,0,0,49152,1774923776,90669056,2405867520,4118462464,2570,1637
2019/9/10 23:58,0.251,0.251,99.497,0,0,0,0,0,1774919680,90669056,2405871616,4118462464,4201,1977
2019/9/10 23:58,0.251,0,99.749,0,0,0,0,106496,1774919680,90669056,2405871616,4118462464,3168,1895
2019/9/10 23:58,0.5,0.25,99.25,0,0,0,0,0,1774919680,90669056,2405871616,4118462464,2570,1653
2019/9/10 23:58,0.251,0.251,99.497,0,0,0,0,0,1774919680,90669056,2405871616,4118462464,4201,1961
2019/9/10 23:58,0.251,0,99.749,0,0,0,0,0,1774919680,90669056,2405871616,4118462464,3300,1961
2019/9/10 23:58,0.5,0.25,94,5.25,0,0,0,32768,1774919680,90669056,2405871616,4118462464,2702,1703
2019/9/10 23:58,0.501,0.251,99.248,0,0,0,0,57344,1774919680,90669056,2405871616,4118462464,4201,1977
2019/9/10 23:58,0.25,0.5,99,0,0,0.25,0,0,1774919680,90669056,2405871616,4118462464,3168,1911
2019/9/10 23:58,0,0.251,99.749,0,0,0,0,0,1774919680,90669056,2405871616,4118462464,2570,1637
2019/9/10 23:58,0.501,0.251,99.248,0,0,0,0,0,1774919680,90669056,2405871616,4118462464,4201,1961
2019/9/10 23:58,0.251,0.251,99.497,0,0,0,0,0,1774919680,90669056,2405871616,4118462464,3168,1895
2019/9/10 23:58,0.251,0.251,99.248,0.251,0,0,0,81920,1774919680,90669056,2405871616,4118462464,2570,1637
2019/9/10 23:58,0.503,0.251,99.246,0,0,0,0,40960,1774919680,90669056,2405871616,4118462464,10184,5099
2019/9/10 23:58,1.253,0.501,98.246,0,0,0,0,196608,1774911488,90669056,2405879808,4118462464,21741,12604
2019/9/10 23:58,0.251,0.251,99.499,0,0,0,0,8192,1775030272,90669056,2405888000,4118335488,2970,1896
2019/9/10 23:58,3.759,1.003,94.987,0.251,0,0,0,172032,1775214592,90669056,2405888000,4118151168,32254,670496
2019/9/10 23:58,0.251,0.251,98.995,0.503,0,0,0,122880,1775325184,90669056,2405904384,4118024192,2034,1108
2019/9/10 23:58,0.501,0.251,99.248,0,0,0,0,0,1775325184,90669056,2405904384,4118024192,3826,2248
2019/9/10 23:58,0.503,0.251,99.246,0,0,0,0,8192,1775325184,90669056,2405904384,4118024192,6220,4266
2019/9/10 23:58,0.75,0.25,99,0,0,0,0,32768,1775194112,90669056,2405908480,4118151168,8037,5696
2019/9/10 23:58,0.251,0.251,99.497,0,0,0,0,0,1775329280,90669056,2405933056,4117991424,3021,2146
2019/9/10 23:58,0.756,0.252,98.489,0.504,0,0,0,73728,1775325184,90669056,2405937152,4117991424,10306,15937
2019/9/10 23:58,0.501,0.251,99.248,0,0,0,0,0,1775325184,90669056,2405937152,4117991424,3716,2151
2019/9/10 23:58,0.251,0.251,99.497,0,0,0,0,0,1775325184,90669056,2405937152,4117991424,4831,14407
2019/9/10 23:58,0.5,0.25,99.25,0,0,0,0,0,1775325184,90669056,2405937152,4117991424,4542,2003
2019/9/10 23:59,2.764,0.503,96.734,0,0,0,0,90112,1775149056,90669056,2405937152,4118167552,6644,4218
2019/9/10 23:59,0.503,0,99.246,0,0,0.251,0,24576,1775337472,90669056,2405941248,4117975040,2869,1613
2019/9/10 23:59,0.251,0.501,98.747,0.501,0,0,0,65536,1775337472,90669056,2405941248,4117975040,4500,1977
2019/9/10 23:59,0.503,0,99.497,0,0,0,0,16384,1775337472,90669056,2405941248,4117975040,11669,18415
2019/9/10 23:59,0.503,0.251,99.246,0,0,0,0,0,1775333376,90669056,2405945344,4117975040,11369,77216
2019/9/10 23:59,0.501,0.251,99.248,0,0,0,0,0,1775296512,90669056,2405949440,4118007808,6765,14387
2019/9/10 23:59,0.501,0.251,99.248,0,0,0,0,0,1775296512,90669056,2405949440,4118007808,4533,2869
2019/9/10 23:59,0.252,0.252,99.496,0,0,0,0,0,1775296512,90669056,2405949440,4118007808,2899,2011
2019/9/10 23:59,0.25,0.5,98.75,0.5,0,0,0,40960,1775296512,90669056,2405949440,4118007808,5777,2342
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,0,1775284224,90669056,2405961728,4118007808,3795,2190
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,0,1775157248,90669056,2405961728,4118134784,2906,2053
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,73728,1775132672,90669056,2405961728,4118159360,4517,2151
2019/9/10 23:59,0.25,0.25,99.5,0,0,0,0,0,1775132672,90669056,2405961728,4118159360,3376,1761
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,0,1775132672,90669056,2405961728,4118159360,4262,2235
2019/9/10 23:59,0.752,0.251,97.995,1.003,0,0,0,49152,1775128576,90669056,2405965824,4118159360,6528,2922
2019/9/10 23:59,0.501,0.251,99.248,0,0,0,0,0,1775251456,90669056,2405969920,4118032384,8299,4369
2019/9/10 23:59,0.5,0.25,99.25,0,0,0,0,188416,1775247360,90669056,2405974016,4118032384,4258,2838
2019/9/10 23:59,0.252,0,99.748,0,0,0,0,0,1775382528,90669056,2405982208,4117889024,4509,3256
2019/9/10 23:59,0.251,0.251,99.499,0,0,0,0,0,1775378432,90669056,2405986304,4117889024,3168,2111
2019/9/10 23:59,0.5,0.25,98.75,0.5,0,0,0,114688,1775370240,90669056,2405986304,4117897216,2570,1469
2019/9/10 23:59,0.251,0.251,99.499,0,0,0,0,0,1775370240,90669056,2405986304,4117897216,4201,2079
2019/9/10 23:59,0.501,0,99.499,0,0,0,0,65536,1775370240,90669056,2405986304,4117897216,2277,1491
2019/9/10 23:59,0.503,0.503,98.995,0,0,0,0,0,1775370240,90669056,2405986304,4117897216,2624,1484
2019/9/10 23:59,0.251,0.251,99.499,0,0,0,0,0,1775370240,90669056,2405986304,4117897216,4201,1961
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,0,1775370240,90669056,2405986304,4117897216,3927,2359
2019/9/10 23:59,0.251,0.251,98.995,0.503,0,0,0,73728,1775370240,90669056,2405986304,4117897216,2624,1889
2019/9/10 23:59,0.503,0,99.497,0,0,0,0,32768,1775370240,90669056,2405986304,4117897216,4201,1977
2019/9/10 23:59,0.251,0.251,99.248,0.251,0,0,0,8192,1775345664,90669056,2405986304,4117921792,4094,2438
2019/9/10 23:59,0.251,0.251,99.499,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,2570,1653
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,4201,1961
2019/9/10 23:59,0.501,0,99.499,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,3114,1745
2019/9/10 23:59,0.251,0.251,98.492,1.005,0,0,0,57344,1775218688,90669056,2405986304,4118048768,2624,1787
2019/9/10 23:59,0.252,0.252,99.496,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,4201,1977
2019/9/10 23:59,0.5,0.5,99,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,3114,1745
2019/9/10 23:59,0.252,0,99.748,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,2756,1853
2019/9/10 23:59,0.5,0.25,99.25,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,4201,1961
2019/9/10 23:59,0.251,0.251,99.499,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,3114,1745
2019/9/10 23:59,0.251,0.251,98.995,0.503,0,0,0,65536,1775218688,90669056,2405986304,4118048768,2756,1853
2019/9/10 23:59,0.501,0,99.499,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,4201,1977
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,3114,1745
2019/9/10 23:59,0.251,0.251,99.499,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,2624,2331
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,16384,1775218688,90669056,2405986304,4118048768,4243,2003
2019/9/10 23:59,0.501,0,99.499,0,0,0,0,0,1775218688,90669056,2405986304,4118048768,3114,1761
2019/9/10 23:59,0.503,0.251,98.744,0.503,0,0,0,40960,1775218688,90669056,2405986304,4118048768,2624,1787
2019/9/10 23:59,0.251,0.251,99.499,0,0,0,0,0,1775214592,90669056,2405990400,4118048768,4201,1977
2019/9/10 23:59,0.501,0.251,99.248,0,0,0,0,0,1775214592,90669056,2405990400,4118048768,3114,1745
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,114688,1775214592,90669056,2405990400,4118048768,2624,1787
2019/9/10 23:59,0.5,0.25,99.25,0,0,0,0,16384,1775214592,90669056,2405990400,4118048768,8356,4211
2019/9/10 23:59,2.764,0.251,96.734,0.251,0,0,0,212992,1775214592,90669056,2405990400,4118048768,23224,13348
2019/9/10 23:59,0.75,0.5,98.5,0.25,0,0,0,90112,1775202304,90669056,2406002688,4118048768,3146,1896
2019/9/10 23:59,6.533,0.754,92.462,0,0,0.251,0,172032,1776787456,90669056,2406006784,4116459520,31129,668779
2019/9/10 23:59,0.501,0.251,99.248,0,0,0,0,114688,1776906240,90669056,2406023168,4116324352,2615,1459
2019/9/10 23:59,0.251,0.251,99.497,0,0,0,0,0,1776906240,90669056,2406023168,4116324352,3826,2204
2019/9/10 23:59,0.501,0.251,99.248,0,0,0,0,0,1776779264,90669056,2406023168,4116451328,4354,3468
2019/9/10 23:59,0.752,0.501,98.246,0.501,0,0,0,155648,1776775168,90669056,2406027264,4116451328,7824,4116
2019/9/10 23:59,0.752,0.251,98.997,0,0,0,0,0,1777045504,90669056,2406043648,4116164608,4379,3559
2019/9/10 23:59,0.752,0.251,98.997,0,0,0,0,40960,1777033216,90669056,2406055936,4116164608,10483,15942
2019/9/10 23:59,0.252,0.252,99.496,0,0,0,0,0,1777033216,90669056,2406055936,4116164608,3650,1761
2019/9/10 23:59,0.501,0.251,99.248,0,0,0,0,0,1777025024,90669056,2406055936,4116172800,4831,12979
2019/9/10 23:59,0.503,0,98.744,0.754,0,0,0,73728,1777025024,90669056,2406055936,4116172800,6025,4552
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,0,1776848896,90669056,2406055936,4116348928,3858,2014
2019/10/10 0:00,0.252,0.252,99.496,0,0,0,0,16384,1776685056,90669056,2406060032,4116508672,2903,1858
2019/10/10 0:00,0.501,0.251,99.248,0,0,0,0,0,1776553984,90669056,2406064128,4116635648,8066,7185
2019/10/10 0:00,0.752,0.251,98.997,0,0,0,0,0,1776553984,90669056,2406064128,4116635648,7597,12522
2019/10/10 0:00,0.252,0.252,99.496,0,0,0,0,0,1776553984,90669056,2406064128,4116635648,12769,71794
2019/10/10 0:00,0.504,0.252,98.992,0.252,0,0,0,49152,1776521216,90669056,2406064128,4116668416,6394,23899
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,0,1776521216,90669056,2406064128,4116668416,3941,2025
2019/10/10 0:00,0.5,0.25,99.25,0,0,0,0,0,1776521216,90669056,2406064128,4116668416,2869,1637
2019/10/10 0:00,0.503,0.251,99.246,0,0,0,0,0,1776521216,90669056,2406064128,4116668416,4500,1961
2019/10/10 0:00,0.251,0.251,99.497,0,0,0,0,0,1776521216,90669056,2406064128,4116668416,3545,1854
2019/10/10 0:00,0.5,0.25,99.25,0,0,0,0,0,1776521216,90669056,2406064128,4116668416,3113,1744
2019/10/10 0:00,0.25,0.25,98.75,0.5,0,0.25,0,49152,1776521216,90669056,2406064128,4116668416,4592,2390
2019/10/10 0:00,0.501,0.251,99.248,0,0,0,0,0,1776521216,90669056,2406064128,4116668416,3773,1827
2019/10/10 0:00,0.251,0.251,99.497,0,0,0,0,0,1776521216,90669056,2406064128,4116668416,5149,4644
2019/10/10 0:00,0.754,0.251,98.995,0,0,0,0,0,1776521216,90669056,2406064128,4116668416,6120,12563
2019/10/10 0:00,0.251,0.501,99.248,0,0,0,0,0,1776504832,90669056,2406072320,4116676608,7587,4324
2019/10/10 0:00,0.756,0.756,93.955,4.534,0,0,0,204800,1776685056,90669056,2406076416,4116492288,8433,4448
2019/10/10 0:00,0.501,0.251,99.248,0,0,0,0,0,1776791552,90669056,2406088704,4116373504,7469,3924
2019/10/10 0:00,0.501,0.251,99.248,0,0,0,0,0,1776775168,90669056,2406105088,4116373504,3870,2811
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,0,1776775168,90669056,2406105088,4116373504,2570,1657
2019/10/10 0:00,0.251,0,99.749,0,0,0,0,0,1776775168,90669056,2406105088,4116373504,4255,2191
2019/10/10 0:00,0.754,0.503,97.487,1.256,0,0,0,196608,1776775168,90669056,2406105088,4116373504,3114,1745
2019/10/10 0:00,0.75,0.25,99,0,0,0,0,0,1776775168,90669056,2406105088,4116373504,2612,1695
2019/10/10 0:00,0.251,0.251,99.497,0,0,0,0,0,1776648192,90669056,2406105088,4116500480,4201,1961
2019/10/10 0:00,0.251,0.251,99.497,0,0,0,0,0,1776775168,90669056,2406105088,4116373504,3378,1843
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,0,1776775168,90669056,2406105088,4116373504,2570,1637
2019/10/10 0:00,0.501,0.251,98.246,1.003,0,0,0,90112,1776640000,90669056,2406105088,4116508672,4255,2655
2019/10/10 0:00,0.252,0.252,99.496,0,0,0,0,16384,1776496640,90669056,2406105088,4116652032,4027,2386
2019/10/10 0:00,0.251,0.251,99.497,0,0,0,0,0,1776496640,90669056,2406105088,4116652032,2636,1705
2019/10/10 0:00,0.503,0,99.497,0,0,0,0,0,1776496640,90669056,2406105088,4116652032,4255,2111
2019/10/10 0:00,0.25,0.5,99.25,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,3114,1745
2019/10/10 0:00,0.5,0.25,99.25,0,0,0,0,40960,1776369664,90669056,2406105088,4116779008,2570,1637
2019/10/10 0:00,0.251,0.251,98.246,1.253,0,0,0,40960,1776369664,90669056,2406105088,4116779008,4255,2127
2019/10/10 0:00,0.501,0,99.499,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,3114,1761
2019/10/10 0:00,0.501,0.501,98.997,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,2702,1703
2019/10/10 0:00,0.251,0,99.749,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,4255,2111
2019/10/10 0:00,0.251,0.251,99.497,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,3114,1745
2019/10/10 0:00,0.251,0.501,99.248,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,2702,1746
2019/10/10 0:00,0.251,0,99.246,0.503,0,0,0,24576,1776369664,90669056,2406105088,4116779008,4255,2068
2019/10/10 0:00,0.5,0.25,99.25,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,3114,1761
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,2570,1637
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,16384,1776369664,90669056,2406105088,4116779008,4255,2111
2019/10/10 0:00,0.752,0,99.248,0,0,0,0,0,1776369664,90669056,2406105088,4116779008,3114,1761
2019/10/10 0:00,0.752,0.752,98.496,0,0,0,0,0,1777082368,90669056,2406105088,4116066304,2955,2021
2019/10/10 0:00,0,0.251,95.729,4.02,0,0,0,57344,1777078272,90669056,2406105088,4116070400,4255,2153
2019/10/10 0:00,0.501,0.251,99.248,0,0,0,0,0,1776062464,90669056,2406105088,4117086208,3114,1761
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,40960,1776283648,90669056,2406105088,4116865024,2570,1637
2019/10/10 0:00,0.756,0.252,98.992,0,0,0,0,229376,1776029696,90669056,2406105088,4117118976,28519,15991
2019/10/10 0:00,1.754,0.251,97.995,0,0,0,0,16384,1775886336,90669056,2406121472,4117245952,11066,7425
2019/10/10 0:00,3.769,0.503,95.477,0,0,0.251,0,163840,1776336896,90669056,2406125568,4116791296,21834,662914
2019/10/10 0:00,0.25,0.5,98.75,0.5,0,0,0,122880,1776435200,90669056,2406137856,4116680704,3121,1150
2019/10/10 0:00,0.501,0,99.499,0,0,0,0,81920,1776422912,90673152,2406137856,4116688896,5820,4550
2019/10/10 0:00,0.5,0.5,99,0,0,0,0,32768,1776414720,90673152,2406146048,4116688896,4197,3055
2019/10/10 0:00,0.503,0.251,99.246,0,0,0,0,8192,1776410624,90673152,2406150144,4116688896,7956,4197
2019/10/10 0:00,0.501,0,99.499,0,0,0,0,0,1776553984,90673152,2406158336,4116537344,7417,9037
2019/10/10 0:00,0.251,0.251,99.246,0.251,0,0,0,90112,1776553984,90673152,2406158336,4116537344,2992,1637
2019/10/10 0:00,0.251,0.501,99.248,0,0,0,0,122880,1776553984,90673152,2406158336,4116537344,4256,2151
2019/10/10 0:00,0.503,0,99.497,0,0,0,0,0,1776680960,90673152,2406158336,4116410368,3169,1761
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,0,1776680960,90673152,2406158336,4116410368,6679,17487
2019/10/10 0:00,0.251,0.251,99.499,0,0,0,0,0,1776537600,90673152,2406158336,4116553728,4454,2159
2019/10/10 0:01,0.503,0,99.497,0,0,0,0,0,1776377856,90673152,2406158336,4116713472,3169,1745
